,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Discharge_cfs_Mean,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
2015-06-08,USGS,02234000,3.8,473,0.96,5.9,0.7
2015-06-09,USGS,02234000,4.4,502,1.02,6.2,2.6
2015-06-10,USGS,02234000,4.1,528,1.11,6.1,1.9
2015-06-11,USGS,02234000,5.0,569,1.09,7.3,2.7
2015-06-12,USGS,02234000,4.7,567,1.07,6.6,2.4
2015-06-13,USGS,02234000,5.4,594,1.05,7.1,3.9
2015-06-14,USGS,02234000,4.7,563,1.02,7.0,2.0
2015-06-15,USGS,02234000,3.4,525,0.98,6.3,0.3
2015-06-16,USGS,02234000,3.2,501,0.91,6.1,0.4
2015-06-17,USGS,02234000,3.7,542,0.84,6.8,1.5
2015-06-18,USGS,02234000,5.7,491,0.74,7.0,4.5
2015-06-19,USGS,02234000,5.3,443,0.68,6.6,4.1
2015-06-20,USGS,02234000,4.9,449,0.65,6.1,3.7
2015-06-21,USGS,02234000,5.2,483,0.68,6.8,3.9
2015-06-22,USGS,02234000,5.5,468,0.69,6.5,4.7
2015-06-23,USGS,02234000,5.5,502,0.68,6.7,4.6
2015-06-24,USGS,02234000,5.4,530,0.68,6.6,4.4
2015-06-25,USGS,02234000,5.3,530,0.70,6.6,4.5
2015-06-26,USGS,02234000,5.4,538,0.74,6.5,4.5
2015-06-27,USGS,02234000,5.8,484,0.72,6.6,5.1
2015-06-28,USGS,02234000,5.6,528,0.71,6.4,4.9
2015-06-29,USGS,02234000,5.4,527,0.71,5.9,4.8
2015-06-30,USGS,02234000,5.7,529,0.66,7.0,4.7
2015-07-01,USGS,02234000,5.7,484,0.58,6.7,4.7
2015-07-02,USGS,02234000,5.3,458,0.54,6.4,4.4
2015-07-03,USGS,02234000,5.2,433,0.50,6.5,4.2
2015-07-04,USGS,02234000,5.1,451,0.45,6.3,4.1
2015-07-05,USGS,02234000,5.1,450,0.46,6.6,3.9
2015-07-06,USGS,02234000,5.5,501,0.56,7.2,4.3
2015-07-07,USGS,02234000,5.7,707,0.79,6.8,4.9
2015-07-08,USGS,02234000,5.8,943,1.08,6.3,5.2
2015-07-09,USGS,02234000,5.9,1060,1.17,6.4,5.5
2015-07-10,USGS,02234000,5.8,1070,1.21,6.2,5.5
2015-07-11,USGS,02234000,5.7,1010,1.21,6.2,5.3
2015-07-12,USGS,02234000,5.5,904,1.17,6.3,5.0
2015-07-13,USGS,02234000,5.3,821,1.12,5.9,4.8
2015-07-14,USGS,02234000,5.3,718,1.02,6.4,4.6
2015-07-15,USGS,02234000,5.6,674,0.96,6.5,4.5
2015-07-16,USGS,02234000,5.7,706,0.91,6.7,5.0
2015-07-17,USGS,02234000,5.6,704,0.87,6.7,4.9
2015-07-18,USGS,02234000,5.6,674,0.89,6.8,4.8
2015-07-19,USGS,02234000,5.7,648,0.93,6.6,4.9
2015-07-20,USGS,02234000,5.8,655,0.97,6.6,5.1
2015-07-21,USGS,02234000,5.6,676,1.05,6.3,5.0
2015-07-22,USGS,02234000,5.5,718,1.09,6.4,4.7
2015-07-23,USGS,02234000,5.6,737,1.10,6.6,4.7
2015-07-24,USGS,02234000,5.5,739,1.13,6.4,4.6
2015-07-25,USGS,02234000,5.6,823,1.19,6.7,4.8
2015-07-26,USGS,02234000,5.6,956,1.37,6.8,4.8
2015-07-27,USGS,02234000,5.7,1020,1.56,6.5,5.0
2015-07-28,USGS,02234000,5.9,1170,1.79,6.7,5.3
2015-07-29,USGS,02234000,5.4,1360,2.04,5.9,4.9
2015-07-30,USGS,02234000,5.2,1400,2.14,5.7,4.7
2015-07-31,USGS,02234000,5.3,1430,2.21,5.8,4.8
2015-08-01,USGS,02234000,5.7,1570,2.32,6.2,5.3
2015-08-02,USGS,02234000,5.8,1770,2.50,6.0,5.5
2015-08-03,USGS,02234000,5.8,1920,2.62,6.2,5.6
2015-08-04,USGS,02234000,5.6,2190,2.87,5.9,5.4
2015-08-05,USGS,02234000,5.3,2310,2.96,5.6,5.1
2015-08-06,USGS,02234000,5.0,2330,3.03,5.4,4.7
2015-08-07,USGS,02234000,4.9,2200,3.03,5.2,4.5
2015-08-08,USGS,02234000,4.9,2050,3.00,5.2,4.5
2015-08-09,USGS,02234000,4.7,1950,2.94,5.0,4.3
2015-08-10,USGS,02234000,4.6,1830,2.86,5.1,4.0
2015-08-11,USGS,02234000,4.6,1730,2.76,5.2,4.0
2015-08-12,USGS,02234000,4.5,1560,2.66,5.0,4.0
2015-08-13,USGS,02234000,4.3,1490,2.60,4.7,3.9
2015-08-14,USGS,02234000,4.1,1480,2.54,4.8,3.6
2015-08-15,USGS,02234000,4.6,1470,2.51,5.5,3.7
2015-08-16,USGS,02234000,5.3,1610,2.62,5.8,4.8
2015-08-17,USGS,02234000,5.3,1800,2.73,5.6,5.0
2015-08-18,USGS,02234000,5.1,2020,2.90,5.5,4.8
2015-08-19,USGS,02234000,4.9,2140,3.07,5.2,4.6
2015-08-20,USGS,02234000,4.8,2240,3.20,5.1,4.5
2015-08-21,USGS,02234000,4.7,2280,3.29,5.0,4.4
2015-08-22,USGS,02234000,4.5,2190,3.32,4.8,4.2
2015-08-23,USGS,02234000,4.5,2190,3.35,4.8,4.2
2015-08-24,USGS,02234000,4.5,2190,3.37,4.8,4.2
2015-08-25,USGS,02234000,4.6,2200,3.38,4.9,4.3
2015-08-26,USGS,02234000,4.6,2130,3.36,4.9,4.2
2015-08-27,USGS,02234000,4.5,1960,3.32,4.8,4.0
2015-08-28,USGS,02234000,4.7,1960,3.29,5.2,4.2
2015-08-29,USGS,02234000,4.8,2060,3.31,5.2,4.4
2015-08-30,USGS,02234000,5.2,2260,3.49,5.6,5.0
2015-08-31,USGS,02234000,5.1,2410,3.64,5.6,4.8
2015-09-01,USGS,02234000,4.9,2780,3.94,5.2,4.5
2015-09-02,USGS,02234000,4.5,2980,4.13,4.9,4.2
2015-09-03,USGS,02234000,4.0,3070,4.32,4.4,3.7
2015-09-04,USGS,02234000,3.6,3170,4.47,3.9,3.3
2015-09-05,USGS,02234000,3.3,3200,4.55,3.7,2.9
2015-09-06,USGS,02234000,3.2,3180,4.60,3.8,2.9
2015-09-07,USGS,02234000,3.2,3230,4.66,3.8,2.8
2015-09-08,USGS,02234000,3.4,3440,4.81,4.1,2.9
2015-09-09,USGS,02234000,3.1,3480,4.89,3.7,2.6
2015-09-10,USGS,02234000,2.8,3410,4.90,3.3,2.1
2015-09-11,USGS,02234000,2.6,3340,4.90,3.1,2.1
2015-09-12,USGS,02234000,2.7,3310,4.89,3.5,2.1
2015-09-13,USGS,02234000,2.7,3200,4.92,3.2,2.2
2015-09-14,USGS,02234000,2.7,3170,4.91,3.7,2.0
2015-09-15,USGS,02234000,3.5,3450,4.98,4.8,2.3
2015-09-16,USGS,02234000,3.7,3920,5.26,4.4,3.2
2015-09-17,USGS,02234000,4.1,3950,5.70,4.3,3.6
2015-09-18,USGS,02234000,3.4,4060,5.98,3.9,3.0
2015-09-19,USGS,02234000,2.8,4080,6.09,3.2,2.6
2015-09-20,USGS,02234000,2.6,4090,6.13,3.1,2.0
2015-09-21,USGS,02234000,2.4,4020,6.13,2.8,2.0
2015-09-22,USGS,02234000,2.1,4020,6.12,2.8,1.6
2015-09-23,USGS,02234000,2.4,3880,6.10,3.0,1.8
2015-09-24,USGS,02234000,2.5,3930,6.07,2.9,2.3
2015-09-25,USGS,02234000,2.0,3870,6.02,2.4,1.6
2015-09-26,USGS,02234000,1.6,3720,5.99,2.0,1.3
2015-09-27,USGS,02234000,1.4,3670,5.97,1.9,1.0
2015-09-28,USGS,02234000,1.5,3670,5.96,2.0,1.1
2015-09-29,USGS,02234000,1.7,3640,6.00,2.3,1.1
2015-09-30,USGS,02234000,2.0,3470,6.05,2.5,1.5
2015-10-01,USGS,02234000,2.2,3590,6.06,2.8,1.8
2015-10-02,USGS,02234000,2.8,3550,6.04,3.4,2.3
2015-10-03,USGS,02234000,3.3,3600,6.02,3.7,3.0
2015-10-04,USGS,02234000,3.1,3590,5.99,3.7,2.8
2015-10-05,USGS,02234000,2.8,3460,5.95,3.1,2.6
2015-10-06,USGS,02234000,3.1,3300,5.89,3.5,2.6
2015-10-07,USGS,02234000,3.3,3280,5.84,3.7,2.9
2015-10-08,USGS,02234000,3.4,3240,5.79,3.9,3.0
2015-10-09,USGS,02234000,3.5,3160,5.72,4.1,2.9
2015-10-10,USGS,02234000,3.5,3020,5.67,3.8,3.2
2015-10-11,USGS,02234000,3.0,2950,5.64,3.4,2.6
2015-10-12,USGS,02234000,2.9,2930,5.57,3.3,2.5
2015-10-13,USGS,02234000,2.8,2940,5.50,3.3,2.5
2015-10-14,USGS,02234000,3.0,2810,5.44,3.3,2.6
2015-10-15,USGS,02234000,3.3,2740,5.36,3.8,2.9
2015-10-16,USGS,02234000,3.5,2780,5.28,3.9,3.1
2015-10-17,USGS,02234000,3.4,2670,5.20,3.8,3.0
2015-10-18,USGS,02234000,4.2,2590,5.11,5.6,3.5
2015-10-19,USGS,02234000,6.2,2760,5.02,6.9,5.6
2015-10-20,USGS,02234000,6.6,2610,4.92,6.9,6.3
2015-10-21,USGS,02234000,6.3,2530,4.85,6.6,6.0
2015-10-22,USGS,02234000,5.8,2440,4.79,6.1,5.5
2015-10-23,USGS,02234000,5.3,2410,4.70,5.7,4.9
2015-10-24,USGS,02234000,5.2,2330,4.61,5.6,4.8
2015-10-25,USGS,02234000,5.0,2310,4.53,5.3,4.7
2015-10-26,USGS,02234000,4.9,2250,4.46,5.5,4.4
2015-10-27,USGS,02234000,5.2,2200,4.39,5.4,4.9
2015-10-28,USGS,02234000,5.1,2130,4.33,5.5,4.8
2015-10-29,USGS,02234000,4.8,2010,4.27,5.2,4.4
2015-10-30,USGS,02234000,4.2,1980,4.21,4.5,3.9
2015-10-31,USGS,02234000,4.1,1980,4.13,4.7,3.7
2015-11-01,USGS,02234000,4.3,1940,4.05,4.6,4.1
2015-11-02,USGS,02234000,4.3,1880,3.99,4.8,4.0
2015-11-03,USGS,02234000,4.5,1830,3.91,4.9,4.2
2015-11-04,USGS,02234000,4.5,1800,3.84,5.1,4.0
2015-11-05,USGS,02234000,4.7,1790,3.78,5.2,4.3
2015-11-06,USGS,02234000,4.8,1720,3.70,5.2,4.4
2015-11-07,USGS,02234000,4.7,1680,3.63,5.0,4.3
2015-11-08,USGS,02234000,4.7,1680,3.57,5.1,4.3
2015-11-09,USGS,02234000,4.8,1620,3.49,5.2,4.4
2015-11-10,USGS,02234000,4.5,1540,3.43,4.9,4.2
2015-11-11,USGS,02234000,4.6,1530,3.36,4.8,4.3
2015-11-12,USGS,02234000,4.4,1500,3.30,4.7,4.2
2015-11-13,USGS,02234000,4.6,1420,3.24,5.2,4.2
2015-11-14,USGS,02234000,6.0,1410,3.19,6.7,5.0
2015-11-15,USGS,02234000,6.7,1430,3.10,7.0,6.3
2015-11-16,USGS,02234000,6.6,1360,3.04,6.8,6.4
2015-11-17,USGS,02234000,6.6,1320,2.98,6.9,6.2
2015-11-18,USGS,02234000,6.8,1310,2.92,7.1,6.5
2015-11-19,USGS,02234000,6.6,1180,2.87,7.0,6.1
2015-11-20,USGS,02234000,6.1,1170,2.84,6.3,5.9
2015-11-21,USGS,02234000,6.1,1240,2.85,6.6,5.8
2015-11-22,USGS,02234000,6.6,1330,3.06,6.9,6.4
2015-11-23,USGS,02234000,7.4,1570,3.08,7.7,6.9
2015-11-24,USGS,02234000,7.6,1810,3.15,7.8,7.4
2015-11-25,USGS,02234000,7.8,1840,3.20,8.0,7.5
2015-11-26,USGS,02234000,8.0,1810,3.22,8.2,7.8
2015-11-27,USGS,02234000,7.8,1700,3.21,8.0,7.6
2015-11-28,USGS,02234000,7.5,1580,3.18,7.7,7.3
2015-11-29,USGS,02234000,7.4,1510,3.14,7.5,7.2
2015-11-30,USGS,02234000,7.1,1450,3.10,7.4,7.0
2015-12-01,USGS,02234000,6.6,1360,3.06,7.0,6.4
2015-12-02,USGS,02234000,6.3,1300,3.03,6.6,6.0
2015-12-03,USGS,02234000,6.5,1270,3.01,6.9,6.2
2015-12-04,USGS,02234000,7.1,1330,2.96,7.4,6.9
2015-12-05,USGS,02234000,7.5,1320,2.91,7.8,7.2
2015-12-06,USGS,02234000,7.6,1280,2.89,7.7,7.4
2015-12-07,USGS,02234000,7.6,1220,2.88,7.8,7.5
2015-12-08,USGS,02234000,7.9,1170,2.89,8.1,7.6
2015-12-09,USGS,02234000,7.8,1130,2.88,8.0,7.6
2015-12-10,USGS,02234000,7.4,1120,2.87,7.6,7.3
2015-12-11,USGS,02234000,7.2,1150,2.85,7.4,7.0
2015-12-12,USGS,02234000,7.3,1170,2.82,7.6,7.0
2015-12-13,USGS,02234000,7.3,1170,2.78,7.5,7.0
2015-12-14,USGS,02234000,7.2,1140,2.75,7.4,7.0
2015-12-15,USGS,02234000,6.9,1080,2.71,7.2,6.7
2015-12-16,USGS,02234000,6.5,1120,2.66,6.8,6.3
2015-12-17,USGS,02234000,6.5,1090,2.61,6.9,6.1
2015-12-18,USGS,02234000,6.6,995,2.58,7.1,6.4
2015-12-19,USGS,02234000,8.1,1080,2.51,8.7,7.1
2015-12-20,USGS,02234000,8.5,1120,2.46,8.7,8.4
2015-12-21,USGS,02234000,8.1,1040,2.41,8.4,7.9
2015-12-22,USGS,02234000,7.7,1020,2.36,7.9,7.4
2015-12-23,USGS,02234000,7.4,997,2.31,7.5,7.2
2015-12-24,USGS,02234000,7.1,968,2.27,7.3,6.9
2015-12-25,USGS,02234000,6.7,979,2.23,6.9,6.4
2015-12-26,USGS,02234000,6.7,983,2.16,7.1,6.4
2015-12-27,USGS,02234000,6.7,940,2.10,6.9,6.5
2015-12-28,USGS,02234000,6.7,928,2.04,6.9,6.4
2015-12-29,USGS,02234000,6.6,878,1.99,6.8,6.4
2015-12-30,USGS,02234000,6.5,885,1.94,6.8,6.2
2015-12-31,USGS,02234000,6.3,842,1.90,6.6,6.2
2016-01-01,USGS,02234000,6.1,840,1.86,6.3,5.8
2016-01-02,USGS,02234000,6.7,861,1.82,7.3,6.2
2016-01-03,USGS,02234000,7.7,860,1.80,8.1,7.3
2016-01-04,USGS,02234000,8.3,845,1.83,8.6,8.0
2016-01-05,USGS,02234000,8.9,823,1.83,9.2,8.5
2016-01-06,USGS,02234000,8.8,812,1.87,9.0,8.7
2016-01-07,USGS,02234000,8.6,809,1.97,8.8,8.4
2016-01-08,USGS,02234000,8.1,761,2.04,8.4,7.8
2016-01-09,USGS,02234000,7.7,803,2.10,7.9,7.6
2016-01-10,USGS,02234000,7.7,759,2.16,8.0,7.6
2016-01-11,USGS,02234000,8.5,828,2.22,8.8,8.0
2016-01-12,USGS,02234000,8.9,868,2.23,9.1,8.7
2016-01-13,USGS,02234000,9.1,890,2.23,9.3,8.9
2016-01-14,USGS,02234000,9.2,904,2.20,9.3,9.1
2016-01-15,USGS,02234000,9.0,901,2.23,9.1,8.8
2016-01-16,USGS,02234000,8.6,957,2.29,8.8,8.4
2016-01-17,USGS,02234000,8.6,1160,2.45,8.7,8.4
2016-01-18,USGS,02234000,8.9,1400,2.58,9.3,8.5
2016-01-19,USGS,02234000,9.4,1510,2.65,9.8,9.0
2016-01-20,USGS,02234000,9.7,1540,2.71,9.9,9.6
2016-01-21,USGS,02234000,9.6,1530,2.73,9.8,9.5
2016-01-22,USGS,02234000,9.3,1450,2.73,9.5,9.1
2016-01-23,USGS,02234000,9.7,1200,2.75,10.2,9.2
2016-01-24,USGS,02234000,10.4,1410,2.73,10.7,10.1
2016-01-25,USGS,02234000,10.3,1360,2.69,10.5,10.1
2016-01-26,USGS,02234000,9.9,1270,2.65,10.2,9.7
2016-01-27,USGS,02234000,9.3,1270,2.80,9.7,8.9
2016-01-28,USGS,02234000,8.4,1400,3.06,8.9,8.0
2016-01-29,USGS,02234000,8.2,1770,3.35,8.6,7.9
2016-01-30,USGS,02234000,8.1,2120,3.56,8.4,8.0
2016-01-31,USGS,02234000,7.8,2270,3.71,8.1,7.5
2016-02-01,USGS,02234000,7.3,2370,3.80,7.6,7.1
2016-02-02,USGS,02234000,7.0,2440,3.90,7.4,6.6
2016-02-03,USGS,02234000,6.8,2410,3.95,7.2,6.4
2016-02-04,USGS,02234000,6.8,2280,3.97,7.2,6.4
2016-02-05,USGS,02234000,7.9,2090,3.96,8.6,7.0
2016-02-06,USGS,02234000,8.3,2360,4.00,8.5,8.2
2016-02-07,USGS,02234000,8.8,2220,4.07,9.5,8.2
2016-02-08,USGS,02234000,9.1,2430,4.12,9.5,8.8
2016-02-09,USGS,02234000,9.6,2250,4.15,10.0,9.1
2016-02-10,USGS,02234000,9.8,2340,4.17,10.2,9.5
2016-02-11,USGS,02234000,9.9,2450,4.19,10.1,9.7
2016-02-12,USGS,02234000,9.4,2400,4.19,9.7,9.1
2016-02-13,USGS,02234000,8.9,2370,4.18,9.3,8.6
2016-02-14,USGS,02234000,8.6,2410,4.18,9.0,8.4
2016-02-15,USGS,02234000,8.3,2510,4.17,8.6,8.0
2016-02-16,USGS,02234000,8.2,2400,4.19,8.5,7.9
2016-02-17,USGS,02234000,7.6,2490,4.20,8.0,7.2
2016-02-18,USGS,02234000,7.4,2470,4.22,8.0,6.9
2016-02-19,USGS,02234000,7.8,2760,4.25,8.3,7.4
2016-02-20,USGS,02234000,7.2,2800,4.29,7.6,6.7
2016-02-21,USGS,02234000,6.2,2830,4.32,6.7,5.7
2016-02-22,USGS,02234000,5.5,2890,4.34,5.9,5.2
2016-02-23,USGS,02234000,6.0,2910,4.36,6.8,5.3
2016-02-24,USGS,02234000,7.0,2910,4.38,7.7,6.2
2016-02-25,USGS,02234000,8.1,2620,4.36,8.7,7.5
2016-02-26,USGS,02234000,8.1,2840,4.36,8.6,7.8
2016-02-27,USGS,02234000,7.9,2820,4.35,8.5,7.6
2016-02-28,USGS,02234000,7.3,2870,4.34,7.6,6.8
2016-02-29,USGS,02234000,6.5,2840,4.32,6.8,6.1
2016-03-01,USGS,02234000,5.9,2810,4.30,6.2,5.6
2016-03-02,USGS,02234000,6.0,2730,4.26,6.8,5.4
2016-03-03,USGS,02234000,6.4,2760,4.23,6.8,6.2
2016-03-04,USGS,02234000,6.2,2660,4.20,6.8,5.7
2016-03-05,USGS,02234000,6.6,2680,4.15,7.0,6.3
2016-03-06,USGS,02234000,6.8,2610,4.10,7.4,6.2
2016-03-07,USGS,02234000,6.9,2660,4.06,7.3,6.6
2016-03-08,USGS,02234000,6.7,2600,4.01,7.1,6.3
2016-03-09,USGS,02234000,6.8,2590,3.95,7.5,6.3
2016-03-10,USGS,02234000,7.1,2520,3.90,7.5,6.7
2016-03-11,USGS,02234000,6.8,2400,3.84,7.2,6.5
2016-03-12,USGS,02234000,6.3,2370,3.80,6.6,6.0
2016-03-13,USGS,02234000,6.3,2280,3.74,6.5,5.8
2016-03-14,USGS,02234000,6.0,2210,3.69,6.7,5.5
2016-03-15,USGS,02234000,6.2,2110,3.64,6.5,5.9
2016-03-16,USGS,02234000,5.8,2080,3.58,6.1,5.4
2016-03-17,USGS,02234000,5.2,2080,3.51,5.6,4.9
2016-03-18,USGS,02234000,4.8,2060,3.45,5.2,4.6
2016-03-19,USGS,02234000,4.4,2000,3.39,4.8,4.0
2016-03-20,USGS,02234000,4.9,1920,3.35,5.4,4.6
2016-03-21,USGS,02234000,7.3,1830,3.28,8.3,5.4
2016-03-22,USGS,02234000,7.7,1940,3.22,8.1,7.3
2016-03-23,USGS,02234000,7.0,1850,3.14,7.4,6.6
2016-03-24,USGS,02234000,6.7,1780,3.08,7.2,6.3
2016-03-25,USGS,02234000,7.2,1890,3.16,7.4,6.9
2016-03-26,USGS,02234000,6.4,2120,3.25,6.9,6.2
2016-03-27,USGS,02234000,6.3,2450,3.42,6.7,6.0
2016-03-28,USGS,02234000,6.1,2600,3.54,6.3,5.8
2016-03-29,USGS,02234000,5.6,2720,3.64,5.8,5.3
2016-03-30,USGS,02234000,5.8,2660,3.72,6.5,5.3
2016-03-31,USGS,02234000,6.1,2650,3.74,6.5,5.8
2016-04-01,USGS,02234000,5.9,2510,3.72,6.3,5.6
2016-04-02,USGS,02234000,6.0,2440,3.69,6.8,5.4
2016-04-03,USGS,02234000,6.8,2130,3.62,7.2,6.4
2016-04-04,USGS,02234000,6.4,2150,3.56,6.9,6.2
2016-04-05,USGS,02234000,6.0,2080,3.49,6.5,5.7
2016-04-06,USGS,02234000,6.9,2150,3.41,7.7,6.2
2016-04-07,USGS,02234000,7.1,1960,3.33,7.4,6.8
2016-04-08,USGS,02234000,6.8,1870,3.25,7.2,6.4
2016-04-09,USGS,02234000,7.0,1820,3.17,7.5,6.6
2016-04-10,USGS,02234000,7.0,1720,3.07,7.4,6.7
2016-04-11,USGS,02234000,6.9,1680,2.99,7.3,6.5
2016-04-12,USGS,02234000,6.6,1560,2.91,7.0,6.3
2016-04-13,USGS,02234000,5.9,1520,2.83,6.3,5.6
2016-04-14,USGS,02234000,5.9,1440,2.78,6.0,5.7
2016-04-15,USGS,02234000,6.1,1400,2.71,6.8,5.8
2016-04-16,USGS,02234000,7.4,1370,2.64,7.8,6.8
2016-04-17,USGS,02234000,7.6,1320,2.61,7.8,7.4
2016-04-18,USGS,02234000,7.6,1300,2.59,7.8,7.3
2016-04-19,USGS,02234000,,1280,2.58,,
2016-04-20,USGS,02234000,,1270,2.57,,
2016-04-21,USGS,02234000,,1260,2.55,,
2016-04-22,USGS,02234000,6.8,1210,2.53,7.2,6.6
2016-04-23,USGS,02234000,6.5,1200,2.55,6.7,6.4
2016-04-24,USGS,02234000,6.2,1210,2.53,6.4,6.0
2016-04-25,USGS,02234000,6.2,1200,2.49,6.5,6.0
2016-04-26,USGS,02234000,6.1,1190,2.44,6.4,5.9
2016-04-27,USGS,02234000,6.1,1160,2.39,6.4,5.8
2016-04-28,USGS,02234000,6.0,1120,2.34,6.2,5.8
2016-04-29,USGS,02234000,5.6,1100,2.30,5.8,5.3
2016-04-30,USGS,02234000,5.7,1070,2.25,6.2,5.3
2016-05-01,USGS,02234000,5.9,1050,2.19,6.3,5.6
2016-05-02,USGS,02234000,5.9,1020,2.12,6.3,5.5
2016-05-03,USGS,02234000,6.1,983,2.08,6.4,5.8
2016-05-04,USGS,02234000,6.3,1000,2.04,6.8,5.7
2016-05-05,USGS,02234000,7.0,1010,2.07,7.4,6.6
2016-05-06,USGS,02234000,7.3,1050,2.04,7.6,7.0
2016-05-07,USGS,02234000,7.3,1040,2.00,7.6,7.0
2016-05-08,USGS,02234000,7.2,1000,1.97,7.5,6.9
2016-05-09,USGS,02234000,6.8,939,1.93,7.1,6.5
2016-05-10,USGS,02234000,6.4,897,1.87,6.8,6.1
2016-05-11,USGS,02234000,6.2,878,1.82,6.5,5.9
2016-05-12,USGS,02234000,6.0,855,1.76,6.3,5.6
2016-05-13,USGS,02234000,6.0,830,1.70,6.3,5.7
2016-05-14,USGS,02234000,5.9,831,1.65,6.1,5.6
2016-05-15,USGS,02234000,5.8,820,1.61,6.3,5.4
2016-05-16,USGS,02234000,5.9,788,1.53,6.3,5.5
2016-05-17,USGS,02234000,6.1,771,1.48,6.6,5.7
2016-05-18,USGS,02234000,6.4,788,1.55,6.6,6.2
2016-05-19,USGS,02234000,6.0,799,1.56,6.3,5.6
2016-05-20,USGS,02234000,5.9,848,1.59,6.3,5.6
2016-05-21,USGS,02234000,6.0,879,1.61,6.4,5.6
2016-05-22,USGS,02234000,6.1,862,1.63,6.6,5.5
2016-05-23,USGS,02234000,6.1,900,1.63,6.4,5.8
2016-05-24,USGS,02234000,6.1,872,1.60,6.6,5.6
2016-05-25,USGS,02234000,6.3,861,1.56,6.7,5.9
2016-05-26,USGS,02234000,6.3,889,1.54,6.7,5.9
2016-05-27,USGS,02234000,6.2,896,1.53,6.6,5.8
2016-05-28,USGS,02234000,6.0,945,1.52,6.3,5.7
2016-05-29,USGS,02234000,5.5,939,1.54,5.9,5.2
2016-05-30,USGS,02234000,5.4,940,1.62,6.0,5.0
2016-05-31,USGS,02234000,5.6,1020,1.69,6.0,5.3
2016-06-01,USGS,02234000,5.3,1050,1.72,5.8,4.8
2016-06-02,USGS,02234000,5.5,1070,1.75,5.9,5.0
2016-06-03,USGS,02234000,5.5,1050,1.75,6.0,5.1
2016-06-04,USGS,02234000,5.4,1030,1.74,5.8,4.9
2016-06-05,USGS,02234000,5.5,1020,1.72,5.8,5.0
2016-06-06,USGS,02234000,5.8,1020,1.76,6.8,5.1
2016-06-07,USGS,02234000,6.8,1130,2.00,7.0,6.4
2016-06-08,USGS,02234000,5.8,1490,2.24,6.4,5.5
2016-06-09,USGS,02234000,5.2,1560,2.34,5.5,4.9
2016-06-10,USGS,02234000,5.1,1570,2.39,5.5,4.8
2016-06-11,USGS,02234000,5.2,1530,2.40,5.6,4.8
2016-06-12,USGS,02234000,4.9,1480,2.41,5.4,4.6
2016-06-13,USGS,02234000,4.7,1440,2.43,5.1,4.4
2016-06-14,USGS,02234000,4.5,1450,2.46,5.1,4.0
2016-06-15,USGS,02234000,4.8,1440,2.46,5.3,4.4
2016-06-16,USGS,02234000,5.1,1460,2.50,6.0,4.5
2016-06-17,USGS,02234000,5.6,1580,2.53,5.9,5.2
2016-06-18,USGS,02234000,5.1,1610,2.55,5.6,4.8
2016-06-19,USGS,02234000,5.4,1660,2.59,6.2,4.7
2016-06-20,USGS,02234000,5.9,1760,2.61,6.3,5.5
2016-06-21,USGS,02234000,5.7,1800,2.64,6.1,5.4
2016-06-22,USGS,02234000,5.4,1790,2.68,5.8,4.9
2016-06-23,USGS,02234000,4.9,1800,2.70,5.3,4.5
2016-06-24,USGS,02234000,4.8,1780,2.70,5.0,4.4
2016-06-25,USGS,02234000,4.6,1730,2.69,4.8,4.3
2016-06-26,USGS,02234000,4.5,1690,2.67,4.7,4.1
2016-06-27,USGS,02234000,4.3,1690,2.67,4.7,3.8
2016-06-28,USGS,02234000,4.1,1670,2.68,4.5,3.7
2016-06-29,USGS,02234000,4.7,1740,2.74,4.9,4.4
2016-06-30,USGS,02234000,4.4,1890,2.80,5.0,3.8
2016-07-01,USGS,02234000,4.7,2120,2.98,5.0,4.3
2016-07-02,USGS,02234000,4.6,2310,3.08,4.9,4.2
2016-07-03,USGS,02234000,4.3,2290,3.19,4.7,3.9
2016-07-04,USGS,02234000,4.2,2350,3.25,4.5,3.8
2016-07-05,USGS,02234000,4.1,2370,3.30,4.6,3.7
2016-07-06,USGS,02234000,4.0,2340,3.32,4.3,3.6
2016-07-07,USGS,02234000,3.7,2270,3.31,4.1,3.4
2016-07-08,USGS,02234000,3.3,2210,3.27,3.7,2.9
2016-07-09,USGS,02234000,3.3,2130,3.23,3.9,2.8
2016-07-10,USGS,02234000,3.2,2100,3.20,3.5,2.8
2016-07-11,USGS,02234000,3.3,2070,3.16,3.9,2.9
2016-07-12,USGS,02234000,3.5,2010,3.12,4.0,3.0
2016-07-13,USGS,02234000,3.4,2000,3.08,3.8,2.9
2016-07-14,USGS,02234000,3.1,1990,3.06,3.6,2.6
2016-07-15,USGS,02234000,3.4,1940,3.02,4.2,2.9
2016-07-16,USGS,02234000,3.8,1890,2.99,4.4,3.3
2016-07-17,USGS,02234000,4.0,1850,2.95,4.6,3.4
2016-07-18,USGS,02234000,4.4,1840,2.92,5.1,3.8
2016-07-19,USGS,02234000,4.4,1830,2.89,5.0,3.8
2016-07-20,USGS,02234000,4.3,1790,2.85,4.8,3.8
2016-07-21,USGS,02234000,4.2,1750,2.84,4.7,3.6
2016-07-22,USGS,02234000,4.1,1790,2.83,4.6,3.3
2016-07-23,USGS,02234000,4.1,1810,2.83,4.6,3.6
