,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Mean,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
2001-05-21,USGS,02234500,,0.95,421,,
2001-05-22,USGS,02234500,,0.89,592,,
2001-05-23,USGS,02234500,,0.87,422,,
2001-05-24,USGS,02234500,,0.88,183,,
2001-05-25,USGS,02234500,,0.87,567,,
2001-05-26,USGS,02234500,,0.88,528,,
2001-05-27,USGS,02234500,,0.84,214,,
2001-05-28,USGS,02234500,,0.81,234,,
2001-05-29,USGS,02234500,,0.77,542,,
2001-05-30,USGS,02234500,,0.73,254,,
2001-05-31,USGS,02234500,,0.73,207,,
2001-06-01,USGS,02234500,,0.72,264,,
2001-06-02,USGS,02234500,,0.70,107,,
2001-06-03,USGS,02234500,,0.68,609,,
2001-06-04,USGS,02234500,,0.68,1210,,
2001-06-05,USGS,02234500,,0.63,1320,,
2001-06-06,USGS,02234500,,0.61,1230,,
2001-06-07,USGS,02234500,,0.61,1340,,
2001-06-08,USGS,02234500,,0.58,1110,,
2001-06-09,USGS,02234500,,0.55,468,,
2001-06-10,USGS,02234500,,0.56,446,,
2001-06-11,USGS,02234500,,0.60,534,,
2001-06-12,USGS,02234500,,0.56,834,,
2001-06-13,USGS,02234500,,0.54,303,,
2001-06-14,USGS,02234500,,0.53,402,,
2001-06-15,USGS,02234500,,0.54,527,,
2001-06-16,USGS,02234500,,0.51,281,,
2001-06-17,USGS,02234500,,0.52,410,,
2001-06-18,USGS,02234500,,0.57,329,,
2001-06-19,USGS,02234500,,0.67,-54.0,,
2001-06-20,USGS,02234500,,0.74,164,,
2001-06-21,USGS,02234500,,0.76,232,,
2001-06-22,USGS,02234500,,0.76,278,,
2001-06-23,USGS,02234500,,0.75,743,,
2001-06-24,USGS,02234500,,0.74,745,,
2001-06-25,USGS,02234500,,0.74,662,,
2001-06-26,USGS,02234500,,0.76,788,,
2001-06-27,USGS,02234500,,0.81,185,,
2001-06-28,USGS,02234500,,0.86,-92.0,,
2001-06-29,USGS,02234500,,0.93,247,,
2001-06-30,USGS,02234500,,0.98,283,,
2001-07-01,USGS,02234500,,1.00,577,,
2001-07-02,USGS,02234500,,0.98,792,,
2001-07-03,USGS,02234500,,0.93,1090,,
2001-07-04,USGS,02234500,,0.88,939,,
2001-07-05,USGS,02234500,,0.87,728,,
2001-07-06,USGS,02234500,,0.82,941,,
2001-07-07,USGS,02234500,,0.77,1170,,
2001-07-08,USGS,02234500,,0.71,853,,
2001-07-09,USGS,02234500,,0.70,826,,
2001-07-10,USGS,02234500,,0.71,587,,
2001-07-11,USGS,02234500,,0.70,617,,
2001-07-12,USGS,02234500,,0.68,836,,
2001-07-13,USGS,02234500,,0.66,885,,
2001-07-14,USGS,02234500,,0.77,101,,
2001-07-15,USGS,02234500,,0.98,-46.0,,
2001-07-16,USGS,02234500,,1.10,276,,
2001-07-17,USGS,02234500,,1.24,446,,
2001-07-18,USGS,02234500,,1.34,394,,
2001-07-19,USGS,02234500,,1.48,545,,
2001-07-20,USGS,02234500,,1.47,1040,,
2001-07-21,USGS,02234500,,1.53,1200,,
2001-07-22,USGS,02234500,,1.76,1270,,
2001-07-23,USGS,02234500,,1.93,1570,,
2001-07-24,USGS,02234500,,2.00,1920,,
2001-07-25,USGS,02234500,,1.99,2130,,
2001-07-26,USGS,02234500,,2.00,2130,,
2001-07-27,USGS,02234500,,2.00,2310,,
2001-07-28,USGS,02234500,,1.99,2460,,
2001-07-29,USGS,02234500,,1.96,2510,,
2001-07-30,USGS,02234500,,1.92,2310,,
2001-07-31,USGS,02234500,,2.08,2650,,
2001-08-01,USGS,02234500,,2.10,2450,,
2001-08-02,USGS,02234500,,2.13,2320,,
2001-08-03,USGS,02234500,,2.17,2400,,
2001-08-04,USGS,02234500,,2.19,2400,,
2001-08-05,USGS,02234500,,2.25,2520,,
2001-08-06,USGS,02234500,,2.31,2580,,
2001-08-07,USGS,02234500,,2.33,2670,,
2001-08-08,USGS,02234500,,2.36,2650,,
2001-08-09,USGS,02234500,,2.39,2570,,
2001-08-10,USGS,02234500,,2.45,2730,,
2001-08-11,USGS,02234500,,2.50,3020,,
2001-08-12,USGS,02234500,,2.53,3340,,
2001-08-13,USGS,02234500,,2.54,3440,,
2001-08-14,USGS,02234500,,2.53,3590,,
2001-08-15,USGS,02234500,,2.52,3530,,
2001-08-16,USGS,02234500,,2.52,3710,,
2001-08-17,USGS,02234500,,2.54,3690,,
2001-08-18,USGS,02234500,,2.56,3700,,
2001-08-19,USGS,02234500,,2.61,3740,,
2001-08-20,USGS,02234500,,2.65,3780,,
2001-08-21,USGS,02234500,,2.67,3740,,
2001-08-22,USGS,02234500,,2.70,3670,,
2001-08-23,USGS,02234500,,2.71,3640,,
2001-08-24,USGS,02234500,,2.72,3590,,
2001-08-25,USGS,02234500,,2.72,3490,,
2001-08-26,USGS,02234500,,2.72,3420,,
2001-08-27,USGS,02234500,,2.72,3680,,
2001-08-28,USGS,02234500,,2.72,3730,,
2001-08-29,USGS,02234500,,2.70,3650,,
2001-08-30,USGS,02234500,,2.69,3640,,
2001-08-31,USGS,02234500,,2.73,3810,,
2001-09-01,USGS,02234500,,2.74,3920,,
2001-09-02,USGS,02234500,,2.75,3800,,
2001-09-03,USGS,02234500,,2.72,3760,,
2001-09-04,USGS,02234500,,2.70,3600,,
2001-09-05,USGS,02234500,,2.76,3730,,
2001-09-06,USGS,02234500,,2.82,3500,,
2001-09-07,USGS,02234500,,2.94,3480,,
2001-09-08,USGS,02234500,,3.00,3850,,
2001-09-09,USGS,02234500,,3.08,4070,,
2001-09-10,USGS,02234500,,3.14,4040,,
2001-09-11,USGS,02234500,,3.18,4170,,
2001-09-12,USGS,02234500,,3.23,4140,,
2001-09-13,USGS,02234500,,3.33,4180,,
2001-09-14,USGS,02234500,,3.78,3800,,
2001-09-15,USGS,02234500,,4.22,2370,,
2001-09-16,USGS,02234500,,4.65,2930,,
2001-09-17,USGS,02234500,,4.94,3840,,
2001-09-18,USGS,02234500,,5.15,4810,,
2001-09-19,USGS,02234500,,5.34,5710,,
2001-09-20,USGS,02234500,,5.49,6840,,
2001-09-21,USGS,02234500,,5.61,7280,,
2001-09-22,USGS,02234500,,5.72,7760,,
2001-09-23,USGS,02234500,,5.79,8110,,
2001-09-24,USGS,02234500,,5.82,8300,,
2001-09-25,USGS,02234500,,5.83,8480,,
2001-09-26,USGS,02234500,,5.83,8570,,
2001-09-27,USGS,02234500,,5.82,8530,,
2001-09-28,USGS,02234500,,5.80,8630,,
2001-09-29,USGS,02234500,,5.78,8450,,
2001-09-30,USGS,02234500,,5.76,8350,,
2001-10-01,USGS,02234500,,5.73,8280,,
2001-10-02,USGS,02234500,,5.72,8450,,
2001-10-03,USGS,02234500,,5.70,8660,,
2001-10-04,USGS,02234500,,5.67,8350,,
2001-10-05,USGS,02234500,,5.63,8620,,
2001-10-06,USGS,02234500,,5.58,8430,,
2001-10-07,USGS,02234500,,5.54,8240,,
2001-10-08,USGS,02234500,,5.50,8040,,
2001-10-09,USGS,02234500,,5.47,7670,,
2001-10-10,USGS,02234500,,5.40,7750,,
2001-10-11,USGS,02234500,,5.36,8170,,
2001-10-12,USGS,02234500,,5.30,7950,,
2001-10-13,USGS,02234500,,5.26,7850,,
2001-10-14,USGS,02234500,,5.22,7480,,
2001-10-15,USGS,02234500,,5.21,7540,,
2001-10-16,USGS,02234500,,5.15,7380,,
2001-10-17,USGS,02234500,,5.08,7040,,
2001-10-18,USGS,02234500,,5.03,7030,,
2001-10-19,USGS,02234500,,4.98,6840,,
2001-10-20,USGS,02234500,,4.95,6740,,
2001-10-21,USGS,02234500,,4.93,6880,,
2001-10-22,USGS,02234500,,4.92,6740,,
2001-10-23,USGS,02234500,,4.88,6640,,
2001-10-24,USGS,02234500,,4.85,6660,,
2001-10-25,USGS,02234500,,4.86,6720,,
2001-10-26,USGS,02234500,,4.81,6410,,
2001-10-27,USGS,02234500,,4.73,6340,,
2001-10-28,USGS,02234500,,4.67,6430,,
2001-10-29,USGS,02234500,,4.63,6170,,
2001-10-30,USGS,02234500,,4.60,6210,,
2001-10-31,USGS,02234500,,4.60,6240,,
2001-11-01,USGS,02234500,,4.58,6360,,
2001-11-02,USGS,02234500,,4.58,6440,,
2001-11-03,USGS,02234500,,4.60,6290,,
2001-11-04,USGS,02234500,,4.58,6150,,
2001-11-05,USGS,02234500,,4.54,5640,,
2001-11-06,USGS,02234500,,4.50,5700,,
2001-11-07,USGS,02234500,,4.48,5840,,
2001-11-08,USGS,02234500,,4.45,5820,,
2001-11-09,USGS,02234500,,4.40,5670,,
2001-11-10,USGS,02234500,,4.36,5790,,
2001-11-11,USGS,02234500,,4.31,5890,,
2001-11-12,USGS,02234500,,4.26,5760,,
2001-11-13,USGS,02234500,,4.22,5790,,
2001-11-14,USGS,02234500,,4.30,5510,,
2001-11-15,USGS,02234500,,4.28,5000,,
2001-11-16,USGS,02234500,,4.30,5060,,
2001-11-17,USGS,02234500,,4.35,5120,,
2001-11-18,USGS,02234500,,4.38,5250,,
2001-11-19,USGS,02234500,,4.41,5400,,
2001-11-20,USGS,02234500,,4.41,5350,,
2001-11-21,USGS,02234500,,4.41,5350,,
2001-11-22,USGS,02234500,,4.39,5620,,
2001-11-23,USGS,02234500,,4.37,5870,,
2001-11-24,USGS,02234500,,4.35,5940,,
2001-11-25,USGS,02234500,,4.32,5910,,
2001-11-26,USGS,02234500,,4.27,5760,,
2001-11-27,USGS,02234500,,4.22,5670,,
2001-11-28,USGS,02234500,,4.17,5800,,
2001-11-29,USGS,02234500,,4.11,5740,,
2001-11-30,USGS,02234500,,4.04,5540,,
2001-12-01,USGS,02234500,,3.98,5330,,
2001-12-02,USGS,02234500,,3.91,5230,,
2001-12-03,USGS,02234500,,3.84,5110,,
2001-12-04,USGS,02234500,,3.77,4960,,
2001-12-05,USGS,02234500,,3.71,4790,,
2001-12-06,USGS,02234500,,3.64,4580,,
2001-12-07,USGS,02234500,,3.59,4640,,
2001-12-08,USGS,02234500,,3.54,4680,,
2001-12-09,USGS,02234500,,3.49,4600,,
2001-12-10,USGS,02234500,,3.44,4450,,
2001-12-11,USGS,02234500,,3.39,4210,,
2001-12-12,USGS,02234500,,3.33,4150,,
2001-12-13,USGS,02234500,,3.28,3980,,
2001-12-14,USGS,02234500,,3.22,4150,,
2001-12-15,USGS,02234500,,3.17,3930,,
2001-12-16,USGS,02234500,,3.12,3830,,
2001-12-17,USGS,02234500,,3.04,3750,,
2001-12-18,USGS,02234500,,2.96,3350,,
2001-12-19,USGS,02234500,,2.90,3280,,
2001-12-20,USGS,02234500,,2.81,3210,,
2001-12-21,USGS,02234500,,2.74,2990,,
2001-12-22,USGS,02234500,,2.67,3130,,
2001-12-23,USGS,02234500,,2.59,3230,,
2001-12-24,USGS,02234500,,2.52,2950,,
2001-12-25,USGS,02234500,,2.46,2710,,
2001-12-26,USGS,02234500,,2.37,2450,,
2001-12-27,USGS,02234500,,2.34,2660,,
2001-12-28,USGS,02234500,,2.29,2840,,
2001-12-29,USGS,02234500,,2.21,2840,,
2001-12-30,USGS,02234500,,2.16,2690,,
2001-12-31,USGS,02234500,,2.09,2500,,
2002-01-01,USGS,02234500,,2.04,2330,,
2002-01-02,USGS,02234500,,2.07,2300,,
2002-01-03,USGS,02234500,,2.10,1770,,
2002-01-04,USGS,02234500,,2.12,1820,,
2002-01-05,USGS,02234500,,2.14,2070,,
2002-01-06,USGS,02234500,,2.09,2310,,
2002-01-07,USGS,02234500,,1.99,2150,,
2002-01-08,USGS,02234500,,1.92,2350,,
2002-01-09,USGS,02234500,,1.84,2650,,
2002-01-10,USGS,02234500,,1.74,2800,,
2002-01-11,USGS,02234500,,1.63,2760,,
2002-01-12,USGS,02234500,,1.52,2650,,
2002-01-13,USGS,02234500,,1.42,2530,,
2002-01-14,USGS,02234500,,1.38,2360,,
2002-01-15,USGS,02234500,,1.39,1820,,
2002-01-16,USGS,02234500,,1.39,1760,,
2002-01-17,USGS,02234500,,1.37,1710,,
2002-01-18,USGS,02234500,,1.33,1620,,
2002-01-19,USGS,02234500,,1.30,1810,,
2002-01-20,USGS,02234500,,1.25,1810,,
2002-01-21,USGS,02234500,,1.18,1790,,
2002-01-22,USGS,02234500,,1.14,1730,,
2002-01-23,USGS,02234500,,1.11,1760,,
2002-01-24,USGS,02234500,,1.09,1730,,
2002-01-25,USGS,02234500,,1.04,1620,,
2002-01-26,USGS,02234500,,1.02,1200,,
2002-01-27,USGS,02234500,,1.05,928,,
2002-01-28,USGS,02234500,,1.09,1010,,
2002-01-29,USGS,02234500,,1.11,1130,,
2002-01-30,USGS,02234500,,1.10,1330,,
2002-01-31,USGS,02234500,,1.08,1370,,
2002-02-01,USGS,02234500,,1.04,1080,,
2002-02-02,USGS,02234500,,1.02,878,,
2002-02-03,USGS,02234500,,1.03,451,,
2002-02-04,USGS,02234500,,1.06,-140,,
2002-02-05,USGS,02234500,,1.17,50.7,,
2002-02-06,USGS,02234500,,1.23,973,,
2002-02-07,USGS,02234500,,1.17,968,,
2002-02-08,USGS,02234500,,1.20,171,,
2002-02-09,USGS,02234500,,1.20,1050,,
2002-02-10,USGS,02234500,,1.16,1050,,
2002-02-11,USGS,02234500,,1.15,830,,
2002-02-12,USGS,02234500,,1.13,961,,
2002-02-13,USGS,02234500,,1.10,827,,
2002-02-14,USGS,02234500,,1.09,693,,
2002-02-15,USGS,02234500,,1.13,569,,
2002-02-16,USGS,02234500,,1.17,249,,
2002-02-17,USGS,02234500,,1.20,20.5,,
2002-02-18,USGS,02234500,,1.23,562,,
2002-02-19,USGS,02234500,,1.25,899,,
2002-02-20,USGS,02234500,,1.20,1150,,
2002-02-21,USGS,02234500,,1.13,1220,,
2002-02-22,USGS,02234500,,1.10,1140,,
2002-02-23,USGS,02234500,,1.16,24.5,,
2002-02-24,USGS,02234500,,1.42,544,,
2002-02-25,USGS,02234500,,1.52,932,,
2002-02-26,USGS,02234500,,1.58,1030,,
2002-02-27,USGS,02234500,,1.59,168,,
2002-02-28,USGS,02234500,,1.72,1120,,
2002-03-01,USGS,02234500,,1.74,1690,,
2002-03-02,USGS,02234500,,1.72,2390,,
2002-03-03,USGS,02234500,,1.69,1980,,
2002-03-04,USGS,02234500,,1.73,1060,,
2002-03-05,USGS,02234500,,1.77,1220,,
2002-03-06,USGS,02234500,,1.79,1860,,
2002-03-07,USGS,02234500,,1.75,1970,,
2002-03-08,USGS,02234500,,1.73,2020,,
2002-03-09,USGS,02234500,,1.70,1960,,
2002-03-10,USGS,02234500,,1.66,1800,,
2002-03-11,USGS,02234500,,1.61,2070,,
2002-03-12,USGS,02234500,,1.56,2030,,
2002-03-13,USGS,02234500,,1.50,1540,,
2002-03-14,USGS,02234500,,1.48,1690,,
2002-03-15,USGS,02234500,,1.44,1810,,
2002-03-16,USGS,02234500,,1.38,1850,,
2002-03-17,USGS,02234500,,1.31,1960,,
2002-03-18,USGS,02234500,,1.23,1870,,
2002-03-19,USGS,02234500,,1.15,1940,,
2002-03-20,USGS,02234500,,1.05,1600,,
2002-03-21,USGS,02234500,,0.99,1210,,
2002-03-22,USGS,02234500,,1.00,487,,
2002-03-23,USGS,02234500,,1.08,-114,,
2002-03-24,USGS,02234500,,1.18,482,,
2002-03-25,USGS,02234500,,1.16,772,,
2002-03-26,USGS,02234500,,1.15,783,,
2002-03-27,USGS,02234500,,1.13,285,,
2002-03-28,USGS,02234500,,1.14,432,,
2002-03-29,USGS,02234500,,1.15,677,,
2002-03-30,USGS,02234500,,1.15,794,,
2002-03-31,USGS,02234500,,1.12,614,,
2002-04-01,USGS,02234500,,1.11,-49.7,,
2002-04-02,USGS,02234500,,1.13,-105,,
2002-04-03,USGS,02234500,,1.15,-238,,
2002-04-04,USGS,02234500,,1.15,61.1,,
2002-04-05,USGS,02234500,,1.18,-582,,
2002-04-06,USGS,02234500,,1.29,-665,,
2002-04-07,USGS,02234500,,1.38,-14.1,,
2002-04-08,USGS,02234500,,1.38,696,,
2002-04-09,USGS,02234500,,1.28,941,,
2002-04-10,USGS,02234500,,1.19,985,,
2002-04-11,USGS,02234500,,1.14,793,,
2002-04-12,USGS,02234500,,1.12,401,,
2002-04-13,USGS,02234500,,1.14,462,,
2002-04-14,USGS,02234500,,1.12,120,,
2002-04-15,USGS,02234500,,1.12,397,,
2002-04-16,USGS,02234500,,1.11,786,,
2002-04-17,USGS,02234500,,1.08,778,,
2002-04-18,USGS,02234500,,1.03,762,,
2002-04-19,USGS,02234500,,0.97,853,,
2002-04-20,USGS,02234500,,0.89,633,,
2002-04-21,USGS,02234500,,0.83,498,,
2002-04-22,USGS,02234500,,0.77,6.19,,
2002-04-23,USGS,02234500,,0.80,-317,,
2002-04-24,USGS,02234500,,0.86,4.94,,
2002-04-25,USGS,02234500,,0.86,-576,,
2002-04-26,USGS,02234500,,0.90,-702,,
2002-04-27,USGS,02234500,,0.98,-323,,
2002-04-28,USGS,02234500,,0.98,-783,,
2002-04-29,USGS,02234500,,0.99,-935,,
2002-04-30,USGS,02234500,,0.97,127,,
2002-05-01,USGS,02234500,,0.93,-36.0,,
2002-05-02,USGS,02234500,,0.87,202,,
2002-05-03,USGS,02234500,,0.81,662,,
2002-05-04,USGS,02234500,,0.72,857,,
2002-05-05,USGS,02234500,,0.65,243,,
2002-05-06,USGS,02234500,,0.72,-629,,
2002-05-07,USGS,02234500,,0.78,-640,,
2002-05-08,USGS,02234500,,0.79,-304,,
2002-05-09,USGS,02234500,,0.74,203,,
2002-05-10,USGS,02234500,,0.65,436,,
2002-05-11,USGS,02234500,,0.59,537,,
2002-05-12,USGS,02234500,,0.52,502,,
2002-05-13,USGS,02234500,,0.45,-173,,
2002-05-14,USGS,02234500,,0.46,-680,,
2002-05-15,USGS,02234500,,0.48,36.5,,
2002-05-16,USGS,02234500,,0.49,-248,,
2002-05-17,USGS,02234500,,0.46,-497,,
2002-05-18,USGS,02234500,,0.45,-575,,
2002-05-19,USGS,02234500,,0.45,-875,,
2002-05-20,USGS,02234500,,0.61,-1700,,
2002-05-21,USGS,02234500,,0.84,-1940,,
2002-05-22,USGS,02234500,,1.02,-2160,,
2002-05-23,USGS,02234500,,1.22,-1890,,
2002-05-24,USGS,02234500,,1.36,-1750,,
2002-05-25,USGS,02234500,,1.42,-1150,,
2002-05-26,USGS,02234500,,1.41,-645,,
2002-05-27,USGS,02234500,,1.38,-379,,
2002-05-28,USGS,02234500,,1.39,-706,,
2002-05-29,USGS,02234500,,1.44,-878,,
2002-05-30,USGS,02234500,,1.51,-655,,
2002-05-31,USGS,02234500,,1.55,-105,,
2002-06-01,USGS,02234500,,1.56,12.1,,
2002-06-02,USGS,02234500,,1.50,244,,
2002-06-03,USGS,02234500,,1.42,576,,
2002-06-04,USGS,02234500,,1.37,640,,
2002-06-05,USGS,02234500,,1.34,250,,
2002-06-06,USGS,02234500,,1.32,-109,,
2002-06-07,USGS,02234500,,1.34,-55.7,,
2002-06-08,USGS,02234500,,1.33,29.7,,
2002-06-09,USGS,02234500,,1.35,-692,,
2002-06-10,USGS,02234500,,1.44,-734,,
2002-06-11,USGS,02234500,,1.52,-900,,
2002-06-12,USGS,02234500,,1.60,-798,,
2002-06-13,USGS,02234500,,1.66,335,,
2002-06-14,USGS,02234500,,1.61,221,,
2002-06-15,USGS,02234500,,1.60,901,,
2002-06-16,USGS,02234500,,1.53,728,,
2002-06-17,USGS,02234500,,1.49,612,,
2002-06-18,USGS,02234500,,1.53,240,,
2002-06-19,USGS,02234500,,1.57,338,,
2002-06-20,USGS,02234500,,1.64,-81.0,,
2002-06-21,USGS,02234500,,1.74,-28.3,,
2002-06-22,USGS,02234500,,1.95,775,,
2002-06-23,USGS,02234500,,2.15,934,,
2002-06-24,USGS,02234500,,2.26,1340,,
2002-06-25,USGS,02234500,,2.33,1680,,
2002-06-26,USGS,02234500,,2.33,1760,,
2002-06-27,USGS,02234500,,2.35,1760,,
2002-06-28,USGS,02234500,,2.37,2190,,
2002-06-29,USGS,02234500,,2.40,2300,,
2002-06-30,USGS,02234500,,2.55,2440,,
2002-07-01,USGS,02234500,,2.73,2920,,
2002-07-02,USGS,02234500,,2.86,3030,,
2002-07-03,USGS,02234500,,2.93,3150,,
2002-07-04,USGS,02234500,,2.95,3440,,
2002-07-05,USGS,02234500,,3.01,3650,,
2002-07-06,USGS,02234500,,3.06,3880,,
2002-07-07,USGS,02234500,,3.08,4140,,
2002-07-08,USGS,02234500,,3.12,4530,,
2002-07-09,USGS,02234500,,3.17,4530,,
2002-07-10,USGS,02234500,,3.22,4380,,
2002-07-11,USGS,02234500,,3.25,4410,,
2002-07-12,USGS,02234500,,3.33,5190,,
2002-07-13,USGS,02234500,,3.43,5000,,
2002-07-14,USGS,02234500,,3.55,5270,,
2002-07-15,USGS,02234500,,3.61,5420,,
2002-07-16,USGS,02234500,,3.65,5470,,
2002-07-17,USGS,02234500,,3.66,5720,,
2002-07-18,USGS,02234500,,3.68,5680,,
2002-07-19,USGS,02234500,,3.67,5800,,
2002-07-20,USGS,02234500,,3.66,5650,,
2002-07-21,USGS,02234500,,3.68,5360,,
2002-07-22,USGS,02234500,,3.77,5380,,
2002-07-23,USGS,02234500,,3.84,5850,,
2002-07-24,USGS,02234500,,3.88,6020,,
2002-07-25,USGS,02234500,,3.91,5820,,
2002-07-26,USGS,02234500,,3.94,5770,,
2002-07-27,USGS,02234500,,4.05,5870,,
2002-07-28,USGS,02234500,,4.08,6320,,
2002-07-29,USGS,02234500,,4.10,6500,,
2002-07-30,USGS,02234500,,4.12,6610,,
2002-07-31,USGS,02234500,,4.14,6400,,
2002-08-01,USGS,02234500,,4.16,6380,,
2002-08-02,USGS,02234500,,4.22,6200,,
2002-08-03,USGS,02234500,,4.35,6640,,
2002-08-04,USGS,02234500,,4.44,6970,,
2002-08-05,USGS,02234500,,4.49,7320,,
2002-08-06,USGS,02234500,,4.54,6780,,
2002-08-07,USGS,02234500,,4.65,6780,,
2002-08-08,USGS,02234500,,4.71,6970,,
2002-08-09,USGS,02234500,,4.74,7120,,
2002-08-10,USGS,02234500,,4.77,6770,,
2002-08-11,USGS,02234500,,4.79,6910,,
2002-08-12,USGS,02234500,,4.82,7290,,
2002-08-13,USGS,02234500,,4.95,7630,,
2002-08-14,USGS,02234500,,5.15,7830,,
2002-08-15,USGS,02234500,,5.27,8140,,
2002-08-16,USGS,02234500,,5.35,8350,,
2002-08-17,USGS,02234500,,5.37,8270,,
2002-08-18,USGS,02234500,,5.40,8500,,
2002-08-19,USGS,02234500,,5.45,9280,,
2002-08-20,USGS,02234500,,5.54,9340,,
2002-08-21,USGS,02234500,,5.58,9340,,
2002-08-22,USGS,02234500,,5.59,9690,,
2002-08-23,USGS,02234500,,5.59,9530,,
2002-08-24,USGS,02234500,,5.57,9560,,
2002-08-25,USGS,02234500,,5.54,9580,,
2002-08-26,USGS,02234500,,5.52,9500,,
2002-08-27,USGS,02234500,,5.50,9230,,
2002-08-28,USGS,02234500,,5.49,9330,,
2002-08-29,USGS,02234500,,5.52,9600,,
2002-08-30,USGS,02234500,,5.56,9470,,
2002-08-31,USGS,02234500,,5.56,9280,,
2002-09-01,USGS,02234500,,5.57,9290,,
2002-09-02,USGS,02234500,,5.59,9280,,
2002-09-03,USGS,02234500,,5.59,8870,,
2002-09-04,USGS,02234500,,5.60,8930,,
2002-09-05,USGS,02234500,,5.72,9370,,
2002-09-06,USGS,02234500,,5.79,9920,,
2002-09-07,USGS,02234500,,5.81,9950,,
2002-09-08,USGS,02234500,,5.81,10000,,
2002-09-09,USGS,02234500,,5.80,9680,,
2002-09-10,USGS,02234500,,5.77,9750,,
2002-09-11,USGS,02234500,,5.74,9390,,
2002-09-12,USGS,02234500,,5.72,9220,,
2002-09-13,USGS,02234500,,5.74,8740,,
2002-09-14,USGS,02234500,,5.74,8780,,
2002-09-15,USGS,02234500,,5.68,8640,,
2002-09-16,USGS,02234500,,5.62,9000,,
2002-09-17,USGS,02234500,,5.56,8720,,
2002-09-18,USGS,02234500,,5.49,8620,,
2002-09-19,USGS,02234500,,5.41,8540,,
2002-09-20,USGS,02234500,,5.34,8430,,
2002-09-21,USGS,02234500,,5.31,8390,,
2002-09-22,USGS,02234500,,5.23,8060,,
2002-09-23,USGS,02234500,,5.17,7920,,
2002-09-24,USGS,02234500,,5.20,8110,,
2002-09-25,USGS,02234500,,5.22,8180,,
2002-09-26,USGS,02234500,,5.22,8000,,
2002-09-27,USGS,02234500,,5.18,7840,,
2002-09-28,USGS,02234500,,5.14,7630,,
2002-09-29,USGS,02234500,,5.08,7490,,
2002-09-30,USGS,02234500,,5.01,7690,,
2002-10-01,USGS,02234500,,4.96,7450,,
2002-10-02,USGS,02234500,,4.89,6940,,
2002-10-03,USGS,02234500,,4.81,6890,,
2002-10-04,USGS,02234500,,4.74,6690,,
2002-10-05,USGS,02234500,,4.66,6270,,
2002-10-06,USGS,02234500,,4.59,6500,,
2002-10-07,USGS,02234500,,4.51,6090,,
2002-10-08,USGS,02234500,,4.43,5970,,
2002-10-09,USGS,02234500,,4.35,5650,,
2002-10-10,USGS,02234500,,4.26,5340,,
2002-10-11,USGS,02234500,,4.20,5170,,
2002-10-12,USGS,02234500,,4.14,5160,,
2002-10-13,USGS,02234500,,4.07,4990,,
2002-10-14,USGS,02234500,,4.01,4920,,
2002-10-15,USGS,02234500,,3.94,4720,,
2002-10-16,USGS,02234500,,3.86,4360,,
2002-10-17,USGS,02234500,,3.80,3720,,
2002-10-18,USGS,02234500,,3.76,3770,,
2002-10-19,USGS,02234500,,3.72,3860,,
2002-10-20,USGS,02234500,,3.67,3710,,
2002-10-21,USGS,02234500,,3.61,3630,,
2002-10-22,USGS,02234500,,3.55,3560,,
2002-10-23,USGS,02234500,,3.48,3410,,
2002-10-24,USGS,02234500,,3.41,3580,,
2002-10-25,USGS,02234500,,3.36,3240,,
2002-10-26,USGS,02234500,,3.31,3280,,
2002-10-27,USGS,02234500,,3.25,3080,,
2002-10-28,USGS,02234500,,3.19,3180,,
2002-10-29,USGS,02234500,,3.14,3230,,
2002-10-30,USGS,02234500,,3.08,3320,,
2002-10-31,USGS,02234500,,3.01,3140,,
2002-11-01,USGS,02234500,,2.94,3010,,
2002-11-02,USGS,02234500,,2.87,2630,,
2002-11-03,USGS,02234500,,2.82,2400,,
2002-11-04,USGS,02234500,,2.77,2580,,
2002-11-05,USGS,02234500,,2.74,2770,,
2002-11-06,USGS,02234500,,2.69,2490,,
2002-11-07,USGS,02234500,,2.62,2120,,
2002-11-08,USGS,02234500,,2.56,2430,,
2002-11-09,USGS,02234500,,2.51,2610,,
2002-11-10,USGS,02234500,,2.45,2560,,
2002-11-11,USGS,02234500,,2.38,2580,,
2002-11-12,USGS,02234500,,2.30,2470,,
2002-11-13,USGS,02234500,,2.22,2070,,
2002-11-14,USGS,02234500,,2.18,2150,,
2002-11-15,USGS,02234500,,2.15,2210,,
2002-11-16,USGS,02234500,,2.14,2240,,
2002-11-17,USGS,02234500,,2.12,1380,,
2002-11-18,USGS,02234500,,2.15,1640,,
2002-11-19,USGS,02234500,,2.13,1830,,
2002-11-20,USGS,02234500,,2.10,1760,,
2002-11-21,USGS,02234500,,2.08,1870,,
2002-11-22,USGS,02234500,,2.05,1460,,
2002-11-23,USGS,02234500,,2.05,1290,,
2002-11-24,USGS,02234500,,2.03,1890,,
2002-11-25,USGS,02234500,,1.97,2010,,
2002-11-26,USGS,02234500,,1.90,1970,,
2002-11-27,USGS,02234500,,1.82,1730,,
2002-11-28,USGS,02234500,,1.74,1480,,
2002-11-29,USGS,02234500,,1.70,1400,,
2002-11-30,USGS,02234500,,1.66,1650,,
