,agency_cd,site_no,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean
2003-07-01,USGS,02176635,15.09,6.49,10.59,5.6,4.4,4.8
2003-07-02,USGS,02176635,14.01,6.25,10.33,6.1,4.7,5.4
2003-07-03,USGS,02176635,13.97,5.86,9.91,6.4,5.1,5.7
2003-07-04,USGS,02176635,13.81,5.77,9.88,6.4,5.1,5.6
2003-07-05,USGS,02176635,13.82,6.08,10.09,6.3,4.6,5.5
2003-07-06,USGS,02176635,13.72,6.06,10.10,6.8,4.9,5.7
2003-07-07,USGS,02176635,13.66,5.84,10.04,6.4,5.2,5.8
2003-07-08,USGS,02176635,13.95,5.42,10.03,6.6,5.2,5.8
2003-07-09,USGS,02176635,14.57,5.49,10.25,7.3,5.2,5.9
2003-07-10,USGS,02176635,14.99,5.29,10.40,6.7,4.8,5.6
2003-07-11,USGS,02176635,15.13,4.80,10.29,6.3,4.6,5.3
2003-07-12,USGS,02176635,15.12,4.64,10.14,6.0,4.2,5.0
2003-07-13,USGS,02176635,15.10,5.08,10.30,5.5,3.8,4.5
2003-07-14,USGS,02176635,14.84,5.11,10.23,5.3,3.6,4.5
2003-07-15,USGS,02176635,14.89,5.53,10.25,5.4,3.8,4.7
2003-07-16,USGS,02176635,14.39,5.77,10.27,6.1,4.3,5.1
2003-07-17,USGS,02176635,13.89,5.81,10.10,7.1,5.0,5.7
2003-07-18,USGS,02176635,13.87,5.94,10.18,7.4,5.4,6.0
2003-07-19,USGS,02176635,13.57,5.95,10.01,7.2,5.6,6.1
2003-07-20,USGS,02176635,13.40,6.25,10.19,6.5,5.1,5.7
2003-07-21,USGS,02176635,13.62,6.74,10.32,5.7,4.4,5.2
2003-07-22,USGS,02176635,13.09,6.27,9.86,5.8,4.5,5.2
2003-07-23,USGS,02176635,12.91,6.25,9.52,5.8,4.6,5.2
2003-07-24,USGS,02176635,13.02,6.34,9.67,5.6,4.3,5.0
2003-07-25,USGS,02176635,13.38,6.45,10.07,5.2,4.0,4.6
2003-07-26,USGS,02176635,14.03,6.56,10.33,5.3,3.8,4.5
2003-07-27,USGS,02176635,14.20,6.11,10.25,5.5,3.6,4.5
2003-07-28,USGS,02176635,14.18,5.68,10.05,5.9,3.6,4.5
2003-07-29,USGS,02176635,14.54,5.65,10.01,6.2,3.6,4.8
2003-07-30,USGS,02176635,14.47,5.53,10.00,5.8,4.0,4.9
2003-07-31,USGS,02176635,14.35,5.53,10.02,5.3,3.6,4.6
2003-08-01,USGS,02176635,14.42,5.64,10.06,5.0,3.7,4.3
2003-08-02,USGS,02176635,14.25,5.76,10.31,4.7,3.3,4.1
2003-08-03,USGS,02176635,14.26,5.83,10.33,4.9,3.3,4.1
2003-08-04,USGS,02176635,13.87,5.84,10.02,6.5,3.7,5.2
2003-08-05,USGS,02176635,14.03,5.68,10.05,6.0,4.6,5.3
2003-08-06,USGS,02176635,14.22,5.45,10.00,6.0,4.4,5.2
2003-08-07,USGS,02176635,14.55,5.62,10.23,5.9,4.0,4.9
2003-08-08,USGS,02176635,14.80,5.70,10.48,5.8,4.1,4.9
2003-08-09,USGS,02176635,14.91,5.25,10.38,6.1,4.1,4.8
2003-08-10,USGS,02176635,14.70,5.00,10.07,6.0,4.1,4.8
2003-08-11,USGS,02176635,14.73,5.27,10.12,6.1,4.0,4.8
2003-08-12,USGS,02176635,14.73,5.38,10.22,6.2,4.2,5.1
2003-08-13,USGS,02176635,14.70,5.64,10.31,6.4,4.4,5.4
2003-08-14,USGS,02176635,14.32,5.93,10.43,6.3,4.9,5.6
2003-08-15,USGS,02176635,13.94,5.96,10.34,6.2,4.8,5.4
2003-08-16,USGS,02176635,13.81,6.10,10.37,6.2,4.3,5.2
2003-08-17,USGS,02176635,13.44,6.10,10.18,6.6,4.7,5.5
2003-08-18,USGS,02176635,13.21,6.20,10.02,7.1,5.1,5.9
2003-08-19,USGS,02176635,13.56,7.01,10.29,6.6,5.0,5.9
2003-08-20,USGS,02176635,13.65,7.22,10.57,5.9,4.8,5.4
2003-08-21,USGS,02176635,13.60,7.30,10.53,5.4,3.9,4.7
2003-08-22,USGS,02176635,13.55,7.09,10.36,5.3,3.7,4.5
2003-08-23,USGS,02176635,13.48,6.80,10.21,5.5,3.8,4.4
2003-08-24,USGS,02176635,14.08,6.48,10.34,5.8,3.8,4.5
2003-08-25,USGS,02176635,14.74,6.68,10.86,6.4,3.6,4.4
2003-08-26,USGS,02176635,14.95,6.15,10.72,6.5,3.5,4.5
2003-08-27,USGS,02176635,15.11,5.82,10.62,5.7,3.6,4.5
2003-08-28,USGS,02176635,14.90,5.46,10.40,5.4,3.6,4.4
2003-08-29,USGS,02176635,14.94,5.48,10.46,5.1,3.7,4.4
2003-08-30,USGS,02176635,14.67,5.71,10.55,5.0,3.6,4.3
2003-08-31,USGS,02176635,14.48,5.71,10.43,5.0,3.5,4.2
2003-09-01,USGS,02176635,14.50,5.79,10.39,4.9,3.4,4.0
2003-09-02,USGS,02176635,14.41,6.02,10.36,4.8,3.1,3.8
2003-09-03,USGS,02176635,14.36,6.26,10.39,4.7,3.1,3.8
2003-09-04,USGS,02176635,14.48,6.36,10.49,5.2,3.5,4.3
2003-09-05,USGS,02176635,14.87,6.27,10.74,5.3,3.6,4.4
2003-09-06,USGS,02176635,15.22,7.36,11.49,5.0,3.6,4.3
2003-09-07,USGS,02176635,15.39,7.24,11.51,5.6,4.0,4.8
2003-09-08,USGS,02176635,15.47,6.82,11.44,6.1,4.8,5.3
2003-09-09,USGS,02176635,15.68,6.97,11.53,6.4,4.8,5.5
2003-09-10,USGS,02176635,15.30,7.04,11.48,6.3,4.7,5.5
2003-09-11,USGS,02176635,15.44,7.46,11.73,6.7,5.1,6.0
2003-09-12,USGS,02176635,15.22,7.42,11.63,6.6,5.7,6.2
2003-09-13,USGS,02176635,14.58,7.23,11.20,7.2,5.6,6.3
2003-09-14,USGS,02176635,14.56,7.02,11.07,7.4,5.7,6.4
2003-09-15,USGS,02176635,14.24,7.37,11.04,7.4,5.6,6.3
2003-09-16,USGS,02176635,14.21,7.59,11.19,7.4,5.8,6.3
2003-09-17,USGS,02176635,14.49,8.88,11.58,7.2,5.8,6.4
2003-09-18,USGS,02176635,14.31,8.47,11.35,7.0,5.7,6.4
2003-09-19,USGS,02176635,13.42,7.63,10.59,6.3,5.5,6.0
2003-09-20,USGS,02176635,13.93,7.66,10.76,6.0,4.6,5.3
2003-09-21,USGS,02176635,14.58,7.90,11.28,5.9,4.1,4.9
2003-09-22,USGS,02176635,14.90,7.70,11.57,5.9,4.1,4.9
2003-09-23,USGS,02176635,14.94,6.79,11.26,5.5,3.9,4.6
2003-09-24,USGS,02176635,15.64,7.19,11.65,6.0,3.8,4.8
2003-09-25,USGS,02176635,16.02,6.81,11.75,6.1,4.2,5.1
2003-09-26,USGS,02176635,15.92,6.56,11.72,6.2,4.3,5.2
2003-09-27,USGS,02176635,15.95,6.48,11.71,6.0,4.5,5.3
2003-09-28,USGS,02176635,15.88,6.30,11.39,5.9,4.4,5.3
2003-09-29,USGS,02176635,15.70,6.47,11.33,5.7,4.6,5.1
2003-09-30,USGS,02176635,15.65,6.93,11.42,5.9,4.5,5.1
2003-10-01,USGS,02176635,15.61,7.42,11.59,6.0,5.0,5.4
2003-10-02,USGS,02176635,15.34,7.69,11.61,6.0,5.1,5.5
2003-10-03,USGS,02176635,15.37,8.28,11.84,5.9,5.2,5.6
2003-10-04,USGS,02176635,14.88,7.30,11.48,5.7,4.9,5.4
2003-10-05,USGS,02176635,14.50,6.84,10.99,5.6,4.7,5.2
2003-10-06,USGS,02176635,14.58,6.96,11.07,5.4,4.4,4.9
2003-10-07,USGS,02176635,14.65,6.96,11.07,5.1,4.0,4.6
2003-10-08,USGS,02176635,14.69,6.80,10.98,5.0,3.8,4.4
2003-10-09,USGS,02176635,14.65,6.53,11.06,4.8,3.8,4.4
2003-10-10,USGS,02176635,14.74,6.96,11.14,4.8,3.7,4.4
2003-10-11,USGS,02176635,14.71,6.97,11.19,,,
2003-10-12,USGS,02176635,14.82,7.54,11.32,,,
2003-10-13,USGS,02176635,14.66,7.48,11.25,,,
2003-10-14,USGS,02176635,14.72,7.77,11.34,,,
2003-10-15,USGS,02176635,13.88,6.80,10.68,,,
2003-10-16,USGS,02176635,14.10,8.07,11.05,,,
2003-10-17,USGS,02176635,13.88,8.08,11.00,,,
2003-10-18,USGS,02176635,13.97,8.26,11.02,,,
2003-10-19,USGS,02176635,14.09,8.24,11.11,,,
2003-10-20,USGS,02176635,14.04,7.50,10.86,,,
2003-10-21,USGS,02176635,14.16,6.67,10.79,,,
2003-10-22,USGS,02176635,14.56,6.26,10.64,5.6,4.7,5.0
2003-10-23,USGS,02176635,15.35,6.41,11.43,5.8,4.6,5.1
2003-10-24,USGS,02176635,15.28,6.29,11.30,5.7,4.7,5.2
2003-10-25,USGS,02176635,15.66,5.88,11.17,5.7,4.9,5.3
2003-10-26,USGS,02176635,15.59,5.65,10.89,5.6,4.9,5.3
2003-10-27,USGS,02176635,15.71,5.76,10.91,5.4,4.7,5.1
2003-10-28,USGS,02176635,15.75,6.04,11.11,5.3,4.6,4.9
2003-10-29,USGS,02176635,15.03,5.79,10.99,5.7,4.6,5.1
2003-10-30,USGS,02176635,15.26,6.84,11.05,5.9,4.9,5.3
2003-10-31,USGS,02176635,15.16,7.78,11.36,6.1,5.2,5.6
2003-11-01,USGS,02176635,15.03,7.84,11.47,6.1,5.3,5.6
2003-11-02,USGS,02176635,14.95,8.01,11.61,6.0,5.3,5.6
2003-11-03,USGS,02176635,15.10,7.72,11.93,5.9,5.1,5.5
2003-11-04,USGS,02176635,14.80,7.13,11.56,5.6,4.9,5.3
2003-11-05,USGS,02176635,14.62,7.13,11.31,5.4,4.7,5.1
2003-11-06,USGS,02176635,14.68,6.87,11.10,5.3,4.6,4.9
2003-11-07,USGS,02176635,14.44,6.63,10.99,5.3,4.4,4.9
2003-11-08,USGS,02176635,14.92,7.03,11.47,5.2,4.2,4.7
2003-11-09,USGS,02176635,14.97,8.25,11.67,5.9,4.4,5.2
2003-11-10,USGS,02176635,15.00,7.95,11.49,6.5,5.5,6.0
2003-11-11,USGS,02176635,14.78,7.36,11.09,6.8,6.0,6.3
2003-11-12,USGS,02176635,14.06,7.16,10.60,7.0,5.9,6.3
2003-11-13,USGS,02176635,12.96,6.33,9.79,7.1,6.1,6.5
2003-11-14,USGS,02176635,13.73,7.39,10.44,7.4,6.0,6.6
2003-11-15,USGS,02176635,13.60,7.51,10.46,7.4,6.3,6.8
2003-11-16,USGS,02176635,13.46,7.49,10.38,7.5,6.5,6.8
2003-11-17,USGS,02176635,13.29,7.30,10.25,7.3,6.4,6.7
2003-11-18,USGS,02176635,13.75,7.25,10.60,6.9,6.3,6.5
2003-11-19,USGS,02176635,13.83,5.46,10.52,6.4,5.8,6.1
2003-11-20,USGS,02176635,14.38,6.43,10.61,6.4,5.6,6.0
2003-11-21,USGS,02176635,15.00,6.29,11.14,6.3,5.5,5.9
2003-11-22,USGS,02176635,15.33,5.97,11.08,6.3,5.3,5.8
2003-11-23,USGS,02176635,15.67,5.71,10.97,6.3,5.5,5.9
2003-11-24,USGS,02176635,15.92,5.61,10.89,6.4,5.5,5.9
2003-11-25,USGS,02176635,15.68,5.08,10.79,6.6,5.8,6.2
2003-11-26,USGS,02176635,15.95,6.26,11.11,6.7,6.0,6.4
2003-11-27,USGS,02176635,15.62,6.48,11.05,7.0,6.1,6.5
2003-11-28,USGS,02176635,15.05,5.58,10.37,6.8,6.2,6.5
2003-11-29,USGS,02176635,13.38,5.19,9.31,7.4,6.5,6.9
2003-11-30,USGS,02176635,13.60,6.65,10.16,7.6,6.8,7.2
2003-12-01,USGS,02176635,13.01,6.12,9.78,7.7,7.0,7.3
2003-12-02,USGS,02176635,13.14,6.68,10.24,7.7,7.2,7.5
2003-12-03,USGS,02176635,13.61,7.26,10.72,7.8,7.3,7.6
2003-12-04,USGS,02176635,14.44,6.83,11.20,7.9,7.6,7.7
2003-12-05,USGS,02176635,14.27,6.70,10.80,7.8,7.5,7.6
2003-12-06,USGS,02176635,13.55,6.42,10.46,7.9,7.5,7.7
2003-12-07,USGS,02176635,14.42,6.58,10.92,8.1,7.5,7.8
2003-12-08,USGS,02176635,14.56,6.77,10.95,8.1,7.6,7.9
2003-12-09,USGS,02176635,14.46,7.02,11.03,,,
2003-12-10,USGS,02176635,14.91,7.38,11.04,,,
2003-12-11,USGS,02176635,13.39,5.95,9.84,,,
2003-12-12,USGS,02176635,14.12,6.79,10.48,8.5,7.9,8.2
2003-12-13,USGS,02176635,14.56,7.61,11.12,8.6,8.0,8.3
2003-12-14,USGS,02176635,14.84,7.40,11.02,8.4,8.0,8.2
2003-12-15,USGS,02176635,13.88,6.88,10.39,8.7,7.8,8.2
2003-12-16,USGS,02176635,13.88,7.27,10.52,9.0,8.1,8.5
2003-12-17,USGS,02176635,13.59,6.27,9.89,9.0,8.3,8.7
2003-12-18,USGS,02176635,13.31,5.86,9.96,10.4,8.5,9.2
2003-12-19,USGS,02176635,13.30,5.35,9.59,9.1,8.6,8.8
2003-12-20,USGS,02176635,13.70,5.11,9.94,9.1,8.7,8.9
2003-12-21,USGS,02176635,14.84,5.11,10.55,9.3,8.7,9.0
2003-12-22,USGS,02176635,15.16,5.06,10.52,9.3,8.7,9.0
2003-12-23,USGS,02176635,15.50,4.90,10.58,9.2,8.6,8.9
2003-12-24,USGS,02176635,15.34,5.13,10.42,9.0,8.5,8.8
2003-12-25,USGS,02176635,14.71,5.06,10.03,9.1,8.4,8.7
2003-12-26,USGS,02176635,14.57,5.50,10.12,9.2,8.5,8.8
2003-12-27,USGS,02176635,14.41,6.04,10.24,9.3,8.6,8.9
2003-12-28,USGS,02176635,14.15,6.62,10.37,9.3,8.6,8.9
2003-12-29,USGS,02176635,13.71,6.73,10.29,9.0,8.6,8.7
2003-12-30,USGS,02176635,13.22,6.20,9.83,8.8,8.3,8.5
2003-12-31,USGS,02176635,13.08,7.07,10.10,8.8,8.2,8.6
2004-01-01,USGS,02176635,13.10,6.68,10.03,8.9,8.2,8.6
2004-01-02,USGS,02176635,13.35,6.70,10.14,8.9,8.2,8.5
2004-01-03,USGS,02176635,13.44,6.32,10.14,8.8,8.0,8.4
2004-01-04,USGS,02176635,13.46,6.24,10.19,8.6,7.8,8.3
2004-01-05,USGS,02176635,13.67,6.02,10.07,8.5,7.6,8.1
2004-01-06,USGS,02176635,13.29,5.78,9.87,8.4,7.4,7.9
2004-01-07,USGS,02176635,13.80,5.96,10.33,8.5,7.4,8.0
2004-01-08,USGS,02176635,14.17,6.34,10.44,8.5,7.8,8.2
2004-01-09,USGS,02176635,14.45,6.45,10.56,8.5,8.0,8.2
2004-01-10,USGS,02176635,14.55,6.78,10.68,8.7,7.8,8.3
2004-01-11,USGS,02176635,14.52,6.68,10.64,9.0,8.2,8.6
2004-01-12,USGS,02176635,13.59,5.98,10.03,9.4,8.5,8.8
2004-01-13,USGS,02176635,13.34,6.11,9.75,9.3,8.6,8.9
2004-01-14,USGS,02176635,13.78,6.58,10.26,9.3,8.6,8.9
2004-01-15,USGS,02176635,13.16,6.33,9.86,9.3,8.5,8.9
2004-01-16,USGS,02176635,13.80,6.68,10.54,10.2,8.6,9.0
2004-01-17,USGS,02176635,14.17,6.52,10.70,9.0,8.4,8.7
2004-01-18,USGS,02176635,14.94,5.34,10.53,8.8,8.2,8.5
2004-01-19,USGS,02176635,14.40,5.38,10.32,8.6,8.0,8.3
2004-01-20,USGS,02176635,15.32,5.66,10.85,8.6,7.9,8.2
2004-01-21,USGS,02176635,15.35,5.41,10.71,8.6,7.9,8.4
2004-01-22,USGS,02176635,15.01,5.39,10.34,8.7,8.1,8.5
2004-01-23,USGS,02176635,14.00,4.76,9.83,8.8,8.2,8.5
2004-01-24,USGS,02176635,13.97,5.19,9.90,9.0,8.3,8.7
2004-01-25,USGS,02176635,14.66,5.86,10.65,8.9,8.4,8.7
2004-01-26,USGS,02176635,14.56,6.69,10.87,8.8,8.3,8.6
2004-01-27,USGS,02176635,13.99,6.58,10.62,9.0,8.4,8.7
2004-01-28,USGS,02176635,13.09,6.35,9.55,9.3,8.6,9.0
2004-01-29,USGS,02176635,12.78,6.75,9.83,9.6,8.8,9.1
2004-01-30,USGS,02176635,12.67,7.00,9.70,9.6,9.0,9.2
2004-01-31,USGS,02176635,12.53,7.39,10.18,9.6,8.9,9.3
2004-02-01,USGS,02176635,13.74,8.24,10.86,9.5,9.2,9.3
2004-02-02,USGS,02176635,14.12,7.76,11.23,9.5,9.0,9.3
2004-02-03,USGS,02176635,13.80,6.22,10.34,9.5,9.0,9.3
2004-02-04,USGS,02176635,13.60,5.89,10.06,9.5,9.0,9.3
2004-02-05,USGS,02176635,14.32,6.25,10.65,9.4,9.0,9.3
2004-02-06,USGS,02176635,14.58,6.45,10.66,9.4,8.8,9.1
2004-02-07,USGS,02176635,13.35,5.35,9.47,9.1,8.6,8.9
2004-02-08,USGS,02176635,13.61,4.75,9.54,9.2,8.6,9.0
2004-02-09,USGS,02176635,14.13,5.79,10.13,9.3,8.7,9.1
2004-02-10,USGS,02176635,13.67,5.58,9.93,9.3,8.6,9.1
2004-02-11,USGS,02176635,13.41,5.73,9.75,9.2,8.4,8.9
2004-02-12,USGS,02176635,13.66,6.71,10.38,9.0,8.2,8.7
2004-02-13,USGS,02176635,13.92,6.68,10.37,9.4,8.0,8.8
2004-02-14,USGS,02176635,13.94,6.57,10.49,9.0,7.9,8.7
2004-02-15,USGS,02176635,14.54,6.09,10.68,9.0,8.1,8.7
2004-02-16,USGS,02176635,14.58,6.90,10.72,9.1,8.4,8.8
2004-02-17,USGS,02176635,14.93,6.08,10.99,9.1,8.5,8.9
2004-02-18,USGS,02176635,14.72,5.62,10.57,9.4,8.6,9.1
2004-02-19,USGS,02176635,14.80,5.42,10.46,9.5,8.7,9.2
2004-02-20,USGS,02176635,14.79,5.25,10.32,9.4,8.7,9.1
2004-02-21,USGS,02176635,14.13,5.05,9.94,9.1,8.5,8.9
2004-02-22,USGS,02176635,14.26,5.39,10.22,9.1,8.4,8.8
2004-02-23,USGS,02176635,14.27,6.08,10.42,9.1,8.2,8.7
2004-02-24,USGS,02176635,14.17,6.44,10.67,8.8,7.9,8.5
2004-02-25,USGS,02176635,14.21,7.87,11.29,8.6,7.7,8.3
2004-02-26,USGS,02176635,15.08,8.09,11.62,8.9,8.1,8.5
2004-02-27,USGS,02176635,13.97,7.58,10.79,9.0,7.9,8.6
2004-02-28,USGS,02176635,13.64,8.10,10.99,9.6,8.2,8.9
2004-02-29,USGS,02176635,13.44,7.67,10.46,9.8,8.6,9.2
2004-03-01,USGS,02176635,13.01,7.16,10.07,9.5,8.7,9.2
2004-03-02,USGS,02176635,12.86,6.25,9.68,9.4,8.2,9.0
2004-03-03,USGS,02176635,12.90,6.06,9.70,9.1,8.1,8.7
2004-03-04,USGS,02176635,13.37,6.03,9.96,9.1,7.6,8.4
2004-03-05,USGS,02176635,13.78,5.82,10.09,8.7,7.4,8.2
2004-03-06,USGS,02176635,13.95,5.37,9.82,8.3,7.0,7.8
2004-03-07,USGS,02176635,13.93,4.77,9.78,8.1,6.4,7.5
2004-03-08,USGS,02176635,14.02,4.39,9.59,8.0,6.4,7.6
2004-03-09,USGS,02176635,14.79,5.31,10.43,,,
2004-03-10,USGS,02176635,14.69,6.24,10.59,,,
2004-03-11,USGS,02176635,14.69,6.18,10.53,,,
2004-03-12,USGS,02176635,14.34,6.02,10.17,,,
2004-03-13,USGS,02176635,14.05,6.58,10.45,8.4,7.4,7.9
2004-03-14,USGS,02176635,14.38,6.85,10.56,8.3,7.3,7.9
2004-03-15,USGS,02176635,14.14,6.47,10.34,8.0,7.1,7.7
2004-03-16,USGS,02176635,14.08,6.10,10.49,7.7,5.9,7.2
2004-03-17,USGS,02176635,14.10,6.11,10.57,7.6,6.0,7.0
2004-03-18,USGS,02176635,14.76,6.06,10.90,7.5,6.2,7.1
2004-03-19,USGS,02176635,14.45,5.61,10.59,7.6,6.1,7.1
2004-03-20,USGS,02176635,15.06,6.37,11.09,7.5,6.2,7.1
2004-03-21,USGS,02176635,14.20,5.49,10.38,7.4,6.3,7.1
2004-03-22,USGS,02176635,14.48,5.84,10.56,7.7,6.1,7.2
2004-03-23,USGS,02176635,14.22,6.39,10.63,8.0,6.6,7.4
2004-03-24,USGS,02176635,13.95,6.43,10.32,8.2,7.0,7.6
2004-03-25,USGS,02176635,13.66,6.45,10.07,8.3,7.0,7.6
2004-03-26,USGS,02176635,13.42,6.59,9.88,8.1,7.0,7.6
2004-03-27,USGS,02176635,13.09,7.15,9.98,8.1,6.8,7.5
2004-03-28,USGS,02176635,12.85,7.47,10.14,7.7,6.5,7.3
2004-03-29,USGS,02176635,13.71,8.62,11.05,7.7,6.2,7.2
2004-03-30,USGS,02176635,13.90,8.61,11.26,7.3,6.2,6.9
2004-03-31,USGS,02176635,13.95,7.25,10.94,7.1,5.8,6.6
2004-04-01,USGS,02176635,13.35,6.43,10.30,7.3,6.3,6.8
2004-04-02,USGS,02176635,13.50,6.29,10.26,7.4,6.5,7.1
2004-04-03,USGS,02176635,14.26,6.09,10.65,7.4,6.6,7.1
2004-04-04,USGS,02176635,14.57,5.88,10.46,7.5,6.5,7.2
2004-04-05,USGS,02176635,14.87,5.62,10.71,7.5,6.5,7.2
2004-04-06,USGS,02176635,15.35,5.51,10.59,7.6,6.5,7.1
2004-04-07,USGS,02176635,14.81,5.23,10.31,7.6,6.3,7.0
2004-04-08,USGS,02176635,14.93,5.53,10.31,7.3,6.2,6.8
2004-04-09,USGS,02176635,14.84,6.01,10.44,7.3,6.1,6.7
2004-04-10,USGS,02176635,14.91,6.62,10.67,7.5,6.0,6.8
2004-04-11,USGS,02176635,14.58,6.54,10.54,7.2,6.0,6.6
2004-04-12,USGS,02176635,14.43,6.96,10.59,7.0,5.8,6.5
2004-04-13,USGS,02176635,14.17,5.65,10.06,6.8,5.5,6.3
2004-04-14,USGS,02176635,,,,7.0,6.1,6.5
2004-04-15,USGS,02176635,13.60,5.71,10.17,6.9,6.1,6.6
2004-04-16,USGS,02176635,14.08,5.89,10.47,6.7,6.0,6.5
2004-04-17,USGS,02176635,14.04,5.79,10.32,6.9,6.0,6.5
2004-04-18,USGS,02176635,13.96,5.49,10.03,6.9,6.0,6.5
2004-04-19,USGS,02176635,13.82,5.31,9.82,6.8,5.6,6.4
2004-04-20,USGS,02176635,13.77,5.26,9.62,6.7,5.6,6.2
2004-04-21,USGS,02176635,13.91,5.76,9.89,6.5,5.3,6.0
2004-04-22,USGS,02176635,,,,6.9,5.3,6.1
2004-04-23,USGS,02176635,13.15,6.28,9.73,6.8,5.1,6.2
2004-04-24,USGS,02176635,13.07,6.39,9.66,6.9,5.1,6.2
2004-04-25,USGS,02176635,13.07,6.88,9.97,6.7,4.6,5.9
2004-04-26,USGS,02176635,13.20,7.39,10.12,6.3,4.7,5.7
2004-04-27,USGS,02176635,12.83,7.43,10.10,6.0,4.2,5.4
2004-04-28,USGS,02176635,12.76,7.72,10.51,6.4,4.5,5.6
2004-04-29,USGS,02176635,13.48,7.21,10.47,6.4,4.9,5.7
2004-04-30,USGS,02176635,13.47,6.76,10.48,6.1,4.5,5.6
2004-05-01,USGS,02176635,13.81,6.26,10.55,5.8,4.3,5.3
2004-05-02,USGS,02176635,14.55,5.92,10.61,5.9,4.0,5.1
2004-05-03,USGS,02176635,14.60,4.93,10.26,5.8,4.1,5.1
2004-05-04,USGS,02176635,15.52,5.25,10.72,6.1,4.1,5.4
2004-05-05,USGS,02176635,15.65,5.45,10.66,6.3,4.7,5.6
2004-05-06,USGS,02176635,15.56,5.18,10.42,6.2,4.8,5.5
2004-05-07,USGS,02176635,15.38,5.65,10.44,6.0,4.7,5.3
2004-05-08,USGS,02176635,15.17,5.86,10.55,6.0,4.4,5.2
2004-05-09,USGS,02176635,15.20,6.62,10.73,6.2,4.4,5.2
2004-05-10,USGS,02176635,14.85,6.70,10.79,6.0,4.1,5.2
2004-05-11,USGS,02176635,14.60,6.87,10.75,5.4,3.5,4.9
2004-05-12,USGS,02176635,14.22,6.80,10.72,5.5,3.7,4.8
2004-05-13,USGS,02176635,14.03,6.47,10.62,5.6,3.6,4.9
2004-05-14,USGS,02176635,13.97,6.06,10.57,5.5,3.8,5.0
2004-05-15,USGS,02176635,14.12,6.07,10.53,5.4,3.2,4.8
2004-05-16,USGS,02176635,14.28,6.03,10.46,5.3,3.8,4.6
2004-05-17,USGS,02176635,14.41,6.09,10.39,5.5,3.7,4.7
2004-05-18,USGS,02176635,14.29,6.02,10.32,5.8,3.7,4.8
2004-05-19,USGS,02176635,14.21,6.16,10.31,5.5,3.6,4.7
2004-05-20,USGS,02176635,13.76,5.98,10.01,5.5,3.4,4.6
2004-05-21,USGS,02176635,13.66,6.14,9.85,5.9,3.6,4.9
2004-05-22,USGS,02176635,13.60,6.42,9.93,5.8,3.7,5.0
2004-05-23,USGS,02176635,13.47,6.61,9.99,5.6,3.3,4.8
2004-05-24,USGS,02176635,13.42,6.78,9.95,5.6,3.9,4.8
2004-05-25,USGS,02176635,13.23,6.62,9.78,5.9,3.5,4.8
2004-05-26,USGS,02176635,12.99,6.55,9.79,5.9,3.2,4.8
2004-05-27,USGS,02176635,12.76,6.54,9.81,5.7,2.7,4.7
2004-05-28,USGS,02176635,12.97,6.40,9.94,5.7,3.1,4.7
2004-05-29,USGS,02176635,13.90,6.47,10.28,5.4,3.4,4.7
2004-05-30,USGS,02176635,14.73,6.55,10.98,5.1,3.5,4.4
2004-05-31,USGS,02176635,14.82,5.77,10.66,5.0,3.5,4.3
2004-06-01,USGS,02176635,15.16,5.07,10.36,5.2,3.1,4.2
2004-06-02,USGS,02176635,15.71,5.27,10.62,5.3,3.5,4.3
2004-06-03,USGS,02176635,15.74,4.93,10.46,5.4,3.6,4.5
2004-06-04,USGS,02176635,15.60,5.14,10.30,5.4,4.0,4.6
2004-06-05,USGS,02176635,15.40,5.34,10.27,5.7,4.1,4.8
2004-06-06,USGS,02176635,15.26,5.77,10.49,5.4,4.3,4.8
2004-06-07,USGS,02176635,15.26,6.10,10.63,6.1,3.8,4.8
2004-06-08,USGS,02176635,14.81,6.41,10.71,6.3,4.0,4.9
2004-06-09,USGS,02176635,14.52,6.53,10.65,5.5,3.9,4.8
2004-06-10,USGS,02176635,14.24,6.33,10.70,5.5,3.7,4.6
2004-06-11,USGS,02176635,14.00,6.31,10.50,5.1,3.8,4.6
2004-06-12,USGS,02176635,14.23,6.26,10.62,5.2,3.8,4.6
2004-06-13,USGS,02176635,14.84,7.51,11.38,5.0,3.6,4.4
2004-06-14,USGS,02176635,14.58,7.08,11.10,5.3,3.9,4.6
2004-06-15,USGS,02176635,14.26,6.76,10.70,5.2,4.2,4.7
2004-06-16,USGS,02176635,13.97,6.34,10.32,4.7,4.1,4.5
2004-06-17,USGS,02176635,13.96,6.36,10.25,5.0,3.7,4.1
2004-06-18,USGS,02176635,13.85,6.37,10.10,5.3,3.2,4.0
2004-06-19,USGS,02176635,14.16,6.62,10.25,5.0,3.2,4.1
2004-06-20,USGS,02176635,14.63,7.18,10.84,4.6,3.1,3.8
2004-06-21,USGS,02176635,14.48,7.88,11.12,4.3,2.8,3.7
2004-06-22,USGS,02176635,14.27,7.26,10.56,5.4,3.4,4.4
2004-06-23,USGS,02176635,13.49,6.72,9.91,5.1,3.8,4.4
2004-06-24,USGS,02176635,13.02,6.33,9.83,5.4,3.7,4.4
