,agency_cd,site_no,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean,Discharge_cfs_Maximum,Discharge_cfs_Minimum,Discharge_cfs_Mean
2004-06-02,USGS,02176711,,,,6130,-6910,-274
2004-06-03,USGS,02176711,,,,5890,-7070,-357
2004-06-04,USGS,02176711,6.9,3.8,5.4,5920,-6700,-332
2004-06-05,USGS,02176711,7.6,4.2,6.0,6040,-6650,-224
2004-06-06,USGS,02176711,6.6,4.4,5.7,5480,-5960,-42.0
2004-06-07,USGS,02176711,6.4,4.1,5.4,5390,-5310,175
2004-06-08,USGS,02176711,6.2,4.0,5.3,5130,-4860,209
2004-06-09,USGS,02176711,6.8,4.0,5.5,4890,-4850,76.0
2004-06-10,USGS,02176711,6.8,4.6,5.8,4740,-4080,99.0
2004-06-11,USGS,02176711,6.9,4.7,5.8,4670,-4260,0.12
2004-06-12,USGS,02176711,6.8,4.6,5.7,4630,-4300,-11.0
2004-06-13,USGS,02176711,6.0,3.9,5.1,5370,-4580,19.0
2004-06-14,USGS,02176711,5.8,3.9,4.8,4790,-4570,2.60
2004-06-15,USGS,02176711,6.0,4.2,4.9,4890,-4450,116
2004-06-16,USGS,02176711,6.6,4.1,5.1,4630,-4240,92.0
2004-06-17,USGS,02176711,7.0,4.3,5.3,4480,-3760,45.0
2004-06-18,USGS,02176711,7.1,4.3,5.8,4310,-3840,52.0
2004-06-19,USGS,02176711,7.1,4.4,5.9,4700,-4410,-40.0
2004-06-20,USGS,02176711,6.0,4.3,5.3,4810,-4940,-105
2004-06-21,USGS,02176711,5.2,3.8,4.5,4400,-4380,-16.0
2004-06-22,USGS,02176711,6.1,3.4,4.8,4680,-3360,235
2004-06-23,USGS,02176711,7.0,3.7,5.6,4040,-2800,269
2004-06-24,USGS,02176711,7.9,4.6,6.2,3100,-2780,225
2004-06-25,USGS,02176711,7.0,4.4,6.0,3700,-3000,163
2004-06-26,USGS,02176711,7.1,4.3,5.8,4390,-3110,244
2004-06-27,USGS,02176711,6.7,4.3,5.4,5230,-4430,132
2004-06-28,USGS,02176711,,,,5200,-4780,154
2004-06-29,USGS,02176711,,,,5480,-5890,54.0
2004-06-30,USGS,02176711,,,,6200,-6330,8.80
2004-07-01,USGS,02176711,,,,6130,-6650,-175
2004-07-02,USGS,02176711,,,,6160,-6490,-193
2004-07-03,USGS,02176711,,,,5930,-6440,-267
2004-07-04,USGS,02176711,,,,6120,-5970,-168
2004-07-05,USGS,02176711,,,,5880,-5500,-48.0
2004-07-06,USGS,02176711,,,,5240,-5210,146
2004-07-07,USGS,02176711,,,,5360,-4780,160
2004-07-08,USGS,02176711,,,,5160,-5350,100
2004-07-09,USGS,02176711,,,,4760,-4300,98.0
2004-07-10,USGS,02176711,,,,4530,-4240,43.0
2004-07-11,USGS,02176711,,,,4280,-4100,37.0
2004-07-12,USGS,02176711,,,,3890,-3930,56.0
2004-07-13,USGS,02176711,,,,4230,-3930,-13.0
2004-07-14,USGS,02176711,,,,3800,-4370,1.40
2004-07-15,USGS,02176711,,,,4180,-3810,-46.0
2004-07-16,USGS,02176711,,,,4380,-5300,-118
2004-07-17,USGS,02176711,,,,5050,-4790,-101
2004-07-18,USGS,02176711,,,,3720,-4280,-173
2004-07-19,USGS,02176711,,,,4080,-4490,-81.0
2004-07-20,USGS,02176711,,,,4500,-4140,-149
2004-07-21,USGS,02176711,,,,4620,-4350,-58.0
2004-07-22,USGS,02176711,,,,4450,-3780,90.0
2004-07-23,USGS,02176711,,,,4100,-3920,182
2004-07-24,USGS,02176711,,,,4240,-3920,147
2004-07-25,USGS,02176711,,,,4700,-4100,196
2004-07-26,USGS,02176711,,,,4400,-4360,97.0
2004-07-27,USGS,02176711,,,,4980,-5290,92.0
2004-07-28,USGS,02176711,,,,5220,-5640,40.0
2004-07-29,USGS,02176711,,,,5480,-6030,-41.0
2004-07-30,USGS,02176711,,,,6420,-6770,-108
2004-07-31,USGS,02176711,,,,5960,-6570,-328
2004-08-01,USGS,02176711,,,,5440,-6350,-244
2004-08-02,USGS,02176711,,,,5940,-6790,-271
2004-08-03,USGS,02176711,,,,6210,-5460,-8.20
2004-08-04,USGS,02176711,,,,5530,-5120,134
2004-08-05,USGS,02176711,,,,4870,-4950,145
2004-08-06,USGS,02176711,,,,4900,-4440,48.0
2004-08-07,USGS,02176711,,,,4330,-4780,79.0
2004-08-08,USGS,02176711,,,,4140,-3410,43.0
2004-08-09,USGS,02176711,,,,3680,-3330,-10.0
2004-08-10,USGS,02176711,,,,3400,-3380,2.80
2004-08-11,USGS,02176711,,,,3750,-3200,33.0
2004-08-12,USGS,02176711,,,,4070,-3180,80.0
2004-08-13,USGS,02176711,,,,3940,-4460,63.0
2004-08-14,USGS,02176711,,,,4680,-3930,-3.80
2004-08-15,USGS,02176711,,,,4880,-5040,-14.0
2004-08-16,USGS,02176711,,,,4620,-4740,-117
2004-08-17,USGS,02176711,,,,4570,-4650,-132
2004-08-18,USGS,02176711,,,,4670,-4480,-80.0
2004-08-19,USGS,02176711,,,,4430,-4400,-70.0
2004-08-20,USGS,02176711,,,,4670,-3710,94.0
2004-08-21,USGS,02176711,,,,4140,-3080,184
2004-08-22,USGS,02176711,,,,4040,-3730,164
2004-08-23,USGS,02176711,,,,4110,-4280,120
2004-08-24,USGS,02176711,,,,4540,-4740,42.0
2004-08-25,USGS,02176711,,,,4920,-4880,70.0
2004-08-26,USGS,02176711,,,,4860,-5050,-25.0
2004-08-27,USGS,02176711,,,,5490,-5480,-14.0
2004-08-28,USGS,02176711,,,,5710,-6150,-185
2004-08-29,USGS,02176711,,,,5580,-5760,-112
2004-08-30,USGS,02176711,,,,4930,-5290,-97.0
2004-08-31,USGS,02176711,,,,5030,-4750,-143
2004-09-01,USGS,02176711,,,,5050,-5010,-72.0
2004-09-02,USGS,02176711,,,,4750,-4370,-117
2004-09-03,USGS,02176711,,,,5160,-4600,183
2004-09-04,USGS,02176711,,,,4350,-4230,111
2004-09-05,USGS,02176711,,,,4100,-3670,21.0
2004-09-06,USGS,02176711,,,,3810,-4460,34.0
2004-09-07,USGS,02176711,,,,2840,-3690,59.0
2004-09-08,USGS,02176711,,,,3370,-3300,61.0
2004-09-09,USGS,02176711,,,,2850,-2810,-1.20
2004-09-10,USGS,02176711,,,,3150,-3450,24.0
2004-09-11,USGS,02176711,,,,3860,-4180,-62.0
2004-09-12,USGS,02176711,,,,4550,-5570,-67.0
2004-09-13,USGS,02176711,,,,5250,-4880,-84.0
2004-09-14,USGS,02176711,,,,5260,-5400,-167
2004-09-15,USGS,02176711,,,,5340,-5050,-118
2004-09-16,USGS,02176711,,,,5160,-5320,-195
2004-09-17,USGS,02176711,,,,5000,-4320,120
2004-09-18,USGS,02176711,,,,4410,-4080,-145
2004-09-19,USGS,02176711,,,,4340,-4320,-9.70
2004-09-20,USGS,02176711,,,,4480,-4150,82.0
2004-09-21,USGS,02176711,,,,4750,-4670,36.0
2004-09-22,USGS,02176711,,,,4320,-4330,21.0
2004-09-23,USGS,02176711,,,,4060,-3640,-13.0
2004-09-24,USGS,02176711,,,,4410,-4220,-32.0
2004-09-25,USGS,02176711,,,,4980,-4660,-67.0
2004-09-26,USGS,02176711,,,,5300,-5480,-171
2004-09-27,USGS,02176711,,,,5200,-6040,-232
2004-09-28,USGS,02176711,,,,5080,-4820,65.0
2004-09-29,USGS,02176711,,,,4550,-4710,-120
2004-09-30,,,,,,,,
2004-10-01,,,,,,,,
2004-10-02,,,,,,,,
2004-10-03,,,,,,,,
2004-10-04,,,,,,,,
2004-10-05,,,,,,,,
2004-10-06,,,,,,,,
2004-10-07,,,,,,,,
2004-10-08,,,,,,,,
2004-10-09,,,,,,,,
2004-10-10,,,,,,,,
2004-10-11,,,,,,,,
2004-10-12,,,,,,,,
2004-10-13,,,,,,,,
2004-10-14,,,,,,,,
2004-10-15,,,,,,,,
2004-10-16,,,,,,,,
2004-10-17,,,,,,,,
2004-10-18,,,,,,,,
2004-10-19,,,,,,,,
2004-10-20,,,,,,,,
2004-10-21,,,,,,,,
2004-10-22,,,,,,,,
2004-10-23,,,,,,,,
2004-10-24,,,,,,,,
2004-10-25,,,,,,,,
2004-10-26,,,,,,,,
2004-10-27,,,,,,,,
2004-10-28,,,,,,,,
2004-10-29,,,,,,,,
2004-10-30,,,,,,,,
2004-10-31,,,,,,,,
2004-11-01,,,,,,,,
2004-11-02,,,,,,,,
2004-11-03,,,,,,,,
2004-11-04,,,,,,,,
2004-11-05,,,,,,,,
2004-11-06,,,,,,,,
2004-11-07,,,,,,,,
2004-11-08,,,,,,,,
2004-11-09,,,,,,,,
2004-11-10,,,,,,,,
2004-11-11,,,,,,,,
2004-11-12,,,,,,,,
2004-11-13,,,,,,,,
2004-11-14,,,,,,,,
2004-11-15,,,,,,,,
2004-11-16,,,,,,,,
2004-11-17,,,,,,,,
2004-11-18,,,,,,,,
2004-11-19,,,,,,,,
2004-11-20,,,,,,,,
2004-11-21,,,,,,,,
2004-11-22,,,,,,,,
2004-11-23,,,,,,,,
2004-11-24,,,,,,,,
2004-11-25,,,,,,,,
2004-11-26,,,,,,,,
2004-11-27,,,,,,,,
2004-11-28,,,,,,,,
2004-11-29,,,,,,,,
2004-11-30,,,,,,,,
2004-12-01,,,,,,,,
2004-12-02,,,,,,,,
2004-12-03,,,,,,,,
2004-12-04,,,,,,,,
2004-12-05,,,,,,,,
2004-12-06,,,,,,,,
2004-12-07,,,,,,,,
2004-12-08,,,,,,,,
2004-12-09,,,,,,,,
2004-12-10,,,,,,,,
2004-12-11,,,,,,,,
2004-12-12,,,,,,,,
2004-12-13,,,,,,,,
2004-12-14,,,,,,,,
2004-12-15,,,,,,,,
2004-12-16,,,,,,,,
2004-12-17,,,,,,,,
2004-12-18,,,,,,,,
2004-12-19,,,,,,,,
2004-12-20,,,,,,,,
2004-12-21,,,,,,,,
2004-12-22,,,,,,,,
2004-12-23,,,,,,,,
2004-12-24,,,,,,,,
2004-12-25,,,,,,,,
2004-12-26,,,,,,,,
2004-12-27,,,,,,,,
2004-12-28,,,,,,,,
2004-12-29,,,,,,,,
2004-12-30,,,,,,,,
2004-12-31,,,,,,,,
2005-01-01,,,,,,,,
2005-01-02,,,,,,,,
2005-01-03,,,,,,,,
2005-01-04,,,,,,,,
2005-01-05,,,,,,,,
2005-01-06,,,,,,,,
2005-01-07,,,,,,,,
2005-01-08,,,,,,,,
2005-01-09,,,,,,,,
2005-01-10,,,,,,,,
2005-01-11,,,,,,,,
2005-01-12,,,,,,,,
2005-01-13,,,,,,,,
2005-01-14,,,,,,,,
2005-01-15,,,,,,,,
2005-01-16,,,,,,,,
2005-01-17,,,,,,,,
2005-01-18,,,,,,,,
2005-01-19,,,,,,,,
2005-01-20,,,,,,,,
2005-01-21,,,,,,,,
2005-01-22,,,,,,,,
2005-01-23,,,,,,,,
2005-01-24,,,,,,,,
2005-01-25,,,,,,,,
2005-01-26,,,,,,,,
2005-01-27,,,,,,,,
2005-01-28,,,,,,,,
2005-01-29,,,,,,,,
2005-01-30,,,,,,,,
2005-01-31,,,,,,,,
2005-02-01,,,,,,,,
2005-02-02,,,,,,,,
2005-02-03,,,,,,,,
2005-02-04,,,,,,,,
2005-02-05,,,,,,,,
2005-02-06,,,,,,,,
2005-02-07,,,,,,,,
2005-02-08,,,,,,,,
2005-02-09,,,,,,,,
2005-02-10,,,,,,,,
2005-02-11,,,,,,,,
2005-02-12,,,,,,,,
2005-02-13,,,,,,,,
2005-02-14,,,,,,,,
2005-02-15,,,,,,,,
2005-02-16,,,,,,,,
2005-02-17,,,,,,,,
2005-02-18,,,,,,,,
2005-02-19,,,,,,,,
2005-02-20,,,,,,,,
2005-02-21,,,,,,,,
2005-02-22,,,,,,,,
2005-02-23,,,,,,,,
2005-02-24,,,,,,,,
2005-02-25,,,,,,,,
2005-02-26,,,,,,,,
2005-02-27,,,,,,,,
2005-02-28,,,,,,,,
2005-03-01,,,,,,,,
2005-03-02,,,,,,,,
2005-03-03,,,,,,,,
2005-03-04,,,,,,,,
2005-03-05,,,,,,,,
2005-03-06,,,,,,,,
2005-03-07,,,,,,,,
2005-03-08,,,,,,,,
2005-03-09,,,,,,,,
2005-03-10,,,,,,,,
2005-03-11,,,,,,,,
2005-03-12,,,,,,,,
2005-03-13,,,,,,,,
2005-03-14,,,,,,,,
2005-03-15,,,,,,,,
2005-03-16,,,,,,,,
2005-03-17,,,,,,,,
2005-03-18,,,,,,,,
2005-03-19,,,,,,,,
2005-03-20,,,,,,,,
2005-03-21,,,,,,,,
2005-03-22,,,,,,,,
2005-03-23,,,,,,,,
2005-03-24,,,,,,,,
2005-03-25,,,,,,,,
2005-03-26,,,,,,,,
2005-03-27,,,,,,,,
2005-03-28,,,,,,,,
2005-03-29,,,,,,,,
2005-03-30,,,,,,,,
2005-03-31,,,,,,,,
2005-04-01,,,,,,,,
2005-04-02,,,,,,,,
2005-04-03,,,,,,,,
2005-04-04,,,,,,,,
2005-04-05,,,,,,,,
2005-04-06,,,,,,,,
2005-04-07,,,,,,,,
2005-04-08,,,,,,,,
2005-04-09,,,,,,,,
2005-04-10,,,,,,,,
2005-04-11,,,,,,,,
2005-04-12,,,,,,,,
2005-04-13,,,,,,,,
2005-04-14,,,,,,,,
2005-04-15,,,,,,,,
2005-04-16,,,,,,,,
2005-04-17,,,,,,,,
2005-04-18,,,,,,,,
2005-04-19,,,,,,,,
2005-04-20,,,,,,,,
2005-04-21,,,,,,,,
2005-04-22,,,,,,,,
2005-04-23,,,,,,,,
2005-04-24,,,,,,,,
2005-04-25,,,,,,,,
2005-04-26,,,,,,,,
2005-04-27,,,,,,,,
2005-04-28,,,,,,,,
2005-04-29,,,,,,,,
2005-04-30,,,,,,,,
2005-05-01,,,,,,,,
2005-05-02,,,,,,,,
2005-05-03,,,,,,,,
2005-05-04,,,,,,,,
2005-05-05,,,,,,,,
2005-05-06,,,,,,,,
2005-05-07,,,,,,,,
2005-05-08,,,,,,,,
2005-05-09,,,,,,,,
2005-05-10,,,,,,,,
2005-05-11,,,,,,,,
2005-05-12,,,,,,,,
2005-05-13,,,,,,,,
2005-05-14,,,,,,,,
2005-05-15,,,,,,,,
2005-05-16,,,,,,,,
2005-05-17,,,,,,,,
2005-05-18,,,,,,,,
2005-05-19,,,,,,,,
2005-05-20,,,,,,,,
2005-05-21,,,,,,,,
2005-05-22,,,,,,,,
2005-05-23,,,,,,,,
2005-05-24,,,,,,,,
2005-05-25,,,,,,,,
2005-05-26,,,,,,,,
2005-05-27,,,,,,,,
2005-05-28,,,,,,,,
2005-05-29,,,,,,,,
2005-05-30,,,,,,,,
2005-05-31,,,,,,,,
2005-06-01,,,,,,,,
2005-06-02,,,,,,,,
2005-06-03,,,,,,,,
2005-06-04,,,,,,,,
2005-06-05,,,,,,,,
2005-06-06,,,,,,,,
2005-06-07,,,,,,,,
2005-06-08,,,,,,,,
2005-06-09,,,,,,,,
2005-06-10,,,,,,,,
2005-06-11,,,,,,,,
2005-06-12,,,,,,,,
2005-06-13,,,,,,,,
2005-06-14,,,,,,,,
2005-06-15,,,,,,,,
2005-06-16,,,,,,,,
2005-06-17,,,,,,,,
2005-06-18,,,,,,,,
2005-06-19,,,,,,,,
2005-06-20,,,,,,,,
2005-06-21,,,,,,,,
2005-06-22,,,,,,,,
2005-06-23,,,,,,,,
2005-06-24,,,,,,,,
2005-06-25,,,,,,,,
2005-06-26,,,,,,,,
2005-06-27,,,,,,,,
2005-06-28,,,,,,,,
2005-06-29,,,,,,,,
2005-06-30,,,,,,,,
2005-07-01,,,,,,,,
2005-07-02,,,,,,,,
2005-07-03,,,,,,,,
2005-07-04,,,,,,,,
2005-07-05,,,,,,,,
2005-07-06,,,,,,,,
2005-07-07,,,,,,,,
2005-07-08,,,,,,,,
2005-07-09,,,,,,,,
2005-07-10,,,,,,,,
2005-07-11,,,,,,,,
2005-07-12,,,,,,,,
2005-07-13,,,,,,,,
2005-07-14,,,,,,,,
2005-07-15,,,,,,,,
2005-07-16,,,,,,,,
2005-07-17,,,,,,,,
2005-07-18,,,,,,,,
2005-07-19,,,,,,,,
2005-07-20,,,,,,,,
2005-07-21,,,,,,,,
2005-07-22,,,,,,,,
2005-07-23,,,,,,,,
2005-07-24,,,,,,,,
2005-07-25,,,,,,,,
2005-07-26,,,,,,,,
2005-07-27,,,,,,,,
2005-07-28,,,,,,,,
2005-07-29,,,,,,,,
2005-07-30,,,,,,,,
2005-07-31,,,,,,,,
2005-08-01,,,,,,,,
2005-08-02,,,,,,,,
2005-08-03,,,,,,,,
2005-08-04,,,,,,,,
2005-08-05,,,,,,,,
2005-08-06,,,,,,,,
2005-08-07,,,,,,,,
2005-08-08,,,,,,,,
2005-08-09,,,,,,,,
2005-08-10,,,,,,,,
2005-08-11,,,,,,,,
2005-08-12,,,,,,,,
2005-08-13,,,,,,,,
2005-08-14,,,,,,,,
2005-08-15,,,,,,,,
2005-08-16,,,,,,,,
2005-08-17,,,,,,,,
2005-08-18,,,,,,,,
2005-08-19,,,,,,,,
2005-08-20,,,,,,,,
2005-08-21,,,,,,,,
2005-08-22,,,,,,,,
2005-08-23,,,,,,,,
2005-08-24,,,,,,,,
2005-08-25,,,,,,,,
2005-08-26,,,,,,,,
2005-08-27,,,,,,,,
2005-08-28,,,,,,,,
2005-08-29,,,,,,,,
2005-08-30,,,,,,,,
2005-08-31,,,,,,,,
2005-09-01,,,,,,,,
2005-09-02,,,,,,,,
2005-09-03,,,,,,,,
2005-09-04,,,,,,,,
2005-09-05,,,,,,,,
2005-09-06,,,,,,,,
2005-09-07,,,,,,,,
2005-09-08,,,,,,,,
2005-09-09,,,,,,,,
2005-09-10,,,,,,,,
2005-09-11,,,,,,,,
2005-09-12,,,,,,,,
2005-09-13,,,,,,,,
2005-09-14,,,,,,,,
2005-09-15,,,,,,,,
2005-09-16,,,,,,,,
2005-09-17,,,,,,,,
2005-09-18,,,,,,,,
2005-09-19,,,,,,,,
2005-09-20,,,,,,,,
2005-09-21,,,,,,,,
2005-09-22,,,,,,,,
2005-09-23,,,,,,,,
2005-09-24,,,,,,,,
2005-09-25,,,,,,,,
2005-09-26,,,,,,,,
2005-09-27,,,,,,,,
2005-09-28,,,,,,,,
2005-09-29,,,,,,,,
2005-09-30,,,,,,,,
2005-10-01,,,,,,,,
2005-10-02,,,,,,,,
2005-10-03,,,,,,,,
2005-10-04,,,,,,,,
2005-10-05,,,,,,,,
2005-10-06,,,,,,,,
2005-10-07,,,,,,,,
2005-10-08,,,,,,,,
2005-10-09,,,,,,,,
2005-10-10,,,,,,,,
2005-10-11,,,,,,,,
2005-10-12,,,,,,,,
2005-10-13,,,,,,,,
2005-10-14,,,,,,,,
2005-10-15,,,,,,,,
2005-10-16,,,,,,,,
2005-10-17,,,,,,,,
2005-10-18,,,,,,,,
2005-10-19,,,,,,,,
2005-10-20,,,,,,,,
2005-10-21,,,,,,,,
2005-10-22,,,,,,,,
2005-10-23,,,,,,,,
2005-10-24,,,,,,,,
2005-10-25,,,,,,,,
2005-10-26,,,,,,,,
2005-10-27,,,,,,,,
2005-10-28,,,,,,,,
2005-10-29,,,,,,,,
2005-10-30,,,,,,,,
2005-10-31,,,,,,,,
2005-11-01,,,,,,,,
2005-11-02,,,,,,,,
2005-11-03,,,,,,,,
2005-11-04,,,,,,,,
2005-11-05,,,,,,,,
2005-11-06,,,,,,,,
2005-11-07,,,,,,,,
2005-11-08,,,,,,,,
2005-11-09,,,,,,,,
2005-11-10,,,,,,,,
2005-11-11,,,,,,,,
2005-11-12,,,,,,,,
2005-11-13,,,,,,,,
2005-11-14,,,,,,,,
2005-11-15,,,,,,,,
2005-11-16,,,,,,,,
2005-11-17,,,,,,,,
2005-11-18,,,,,,,,
2005-11-19,,,,,,,,
2005-11-20,,,,,,,,
2005-11-21,,,,,,,,
2005-11-22,,,,,,,,
2005-11-23,,,,,,,,
2005-11-24,,,,,,,,
2005-11-25,,,,,,,,
2005-11-26,,,,,,,,
2005-11-27,,,,,,,,
2005-11-28,,,,,,,,
2005-11-29,,,,,,,,
2005-11-30,,,,,,,,
2005-12-01,,,,,,,,
2005-12-02,,,,,,,,
2005-12-03,,,,,,,,
2005-12-04,,,,,,,,
2005-12-05,,,,,,,,
2005-12-06,,,,,,,,
2005-12-07,,,,,,,,
2005-12-08,,,,,,,,
2005-12-09,,,,,,,,
2005-12-10,,,,,,,,
2005-12-11,,,,,,,,
2005-12-12,,,,,,,,
2005-12-13,,,,,,,,
2005-12-14,,,,,,,,
2005-12-15,,,,,,,,
2005-12-16,,,,,,,,
2005-12-17,,,,,,,,
2005-12-18,,,,,,,,
2005-12-19,,,,,,,,
2005-12-20,,,,,,,,
2005-12-21,,,,,,,,
2005-12-22,,,,,,,,
2005-12-23,,,,,,,,
2005-12-24,,,,,,,,
2005-12-25,,,,,,,,
2005-12-26,,,,,,,,
2005-12-27,,,,,,,,
2005-12-28,,,,,,,,
2005-12-29,,,,,,,,
2005-12-30,,,,,,,,
2005-12-31,,,,,,,,
2006-01-01,,,,,,,,
2006-01-02,,,,,,,,
2006-01-03,,,,,,,,
2006-01-04,,,,,,,,
2006-01-05,,,,,,,,
2006-01-06,,,,,,,,
2006-01-07,,,,,,,,
2006-01-08,,,,,,,,
2006-01-09,,,,,,,,
2006-01-10,,,,,,,,
2006-01-11,,,,,,,,
2006-01-12,,,,,,,,
2006-01-13,,,,,,,,
2006-01-14,,,,,,,,
2006-01-15,,,,,,,,
2006-01-16,,,,,,,,
2006-01-17,,,,,,,,
2006-01-18,,,,,,,,
2006-01-19,,,,,,,,
2006-01-20,,,,,,,,
2006-01-21,,,,,,,,
2006-01-22,,,,,,,,
2006-01-23,,,,,,,,
2006-01-24,,,,,,,,
2006-01-25,,,,,,,,
2006-01-26,,,,,,,,
2006-01-27,,,,,,,,
2006-01-28,,,,,,,,
2006-01-29,,,,,,,,
2006-01-30,,,,,,,,
2006-01-31,,,,,,,,
2006-02-01,,,,,,,,
2006-02-02,,,,,,,,
2006-02-03,,,,,,,,
2006-02-04,,,,,,,,
2006-02-05,,,,,,,,
2006-02-06,,,,,,,,
2006-02-07,,,,,,,,
2006-02-08,,,,,,,,
2006-02-09,,,,,,,,
2006-02-10,,,,,,,,
2006-02-11,,,,,,,,
2006-02-12,,,,,,,,
2006-02-13,,,,,,,,
2006-02-14,,,,,,,,
2006-02-15,,,,,,,,
2006-02-16,,,,,,,,
2006-02-17,,,,,,,,
2006-02-18,,,,,,,,
2006-02-19,,,,,,,,
2006-02-20,,,,,,,,
2006-02-21,,,,,,,,
2006-02-22,,,,,,,,
2006-02-23,,,,,,,,
2006-02-24,,,,,,,,
2006-02-25,,,,,,,,
2006-02-26,,,,,,,,
2006-02-27,,,,,,,,
2006-02-28,,,,,,,,
2006-03-01,,,,,,,,
2006-03-02,,,,,,,,
2006-03-03,,,,,,,,
2006-03-04,,,,,,,,
2006-03-05,,,,,,,,
2006-03-06,,,,,,,,
2006-03-07,,,,,,,,
2006-03-08,,,,,,,,
2006-03-09,,,,,,,,
2006-03-10,,,,,,,,
2006-03-11,,,,,,,,
2006-03-12,,,,,,,,
2006-03-13,,,,,,,,
2006-03-14,,,,,,,,
2006-03-15,,,,,,,,
2006-03-16,,,,,,,,
2006-03-17,,,,,,,,
2006-03-18,,,,,,,,
2006-03-19,,,,,,,,
2006-03-20,,,,,,,,
2006-03-21,,,,,,,,
2006-03-22,,,,,,,,
2006-03-23,,,,,,,,
2006-03-24,,,,,,,,
2006-03-25,,,,,,,,
2006-03-26,,,,,,,,
2006-03-27,,,,,,,,
2006-03-28,,,,,,,,
2006-03-29,,,,,,,,
2006-03-30,,,,,,,,
2006-03-31,,,,,,,,
2006-04-01,,,,,,,,
2006-04-02,,,,,,,,
2006-04-03,,,,,,,,
2006-04-04,,,,,,,,
2006-04-05,,,,,,,,
2006-04-06,,,,,,,,
2006-04-07,,,,,,,,
2006-04-08,,,,,,,,
2006-04-09,,,,,,,,
2006-04-10,,,,,,,,
2006-04-11,,,,,,,,
2006-04-12,,,,,,,,
2006-04-13,,,,,,,,
2006-04-14,,,,,,,,
2006-04-15,,,,,,,,
2006-04-16,,,,,,,,
2006-04-17,,,,,,,,
2006-04-18,,,,,,,,
2006-04-19,,,,,,,,
2006-04-20,,,,,,,,
2006-04-21,,,,,,,,
2006-04-22,,,,,,,,
2006-04-23,,,,,,,,
2006-04-24,,,,,,,,
2006-04-25,,,,,,,,
2006-04-26,,,,,,,,
2006-04-27,,,,,,,,
2006-04-28,,,,,,,,
2006-04-29,,,,,,,,
2006-04-30,,,,,,,,
2006-05-01,,,,,,,,
2006-05-02,,,,,,,,
2006-05-03,,,,,,,,
2006-05-04,,,,,,,,
2006-05-05,,,,,,,,
2006-05-06,,,,,,,,
2006-05-07,,,,,,,,
2006-05-08,,,,,,,,
2006-05-09,,,,,,,,
2006-05-10,,,,,,,,
2006-05-11,,,,,,,,
2006-05-12,,,,,,,,
2006-05-13,,,,,,,,
2006-05-14,,,,,,,,
2006-05-15,,,,,,,,
2006-05-16,,,,,,,,
2006-05-17,,,,,,,,
2006-05-18,,,,,,,,
2006-05-19,,,,,,,,
2006-05-20,,,,,,,,
2006-05-21,,,,,,,,
2006-05-22,,,,,,,,
2006-05-23,,,,,,,,
2006-05-24,,,,,,,,
2006-05-25,,,,,,,,
2006-05-26,,,,,,,,
2006-05-27,,,,,,,,
2006-05-28,,,,,,,,
2006-05-29,,,,,,,,
2006-05-30,,,,,,,,
2006-05-31,,,,,,,,
2006-06-01,,,,,,,,
2006-06-02,,,,,,,,
2006-06-03,,,,,,,,
2006-06-04,,,,,,,,
2006-06-05,,,,,,,,
2006-06-06,,,,,,,,
2006-06-07,,,,,,,,
2006-06-08,,,,,,,,
2006-06-09,,,,,,,,
2006-06-10,,,,,,,,
2006-06-11,,,,,,,,
2006-06-12,,,,,,,,
2006-06-13,,,,,,,,
2006-06-14,,,,,,,,
2006-06-15,,,,,,,,
2006-06-16,,,,,,,,
2006-06-17,,,,,,,,
2006-06-18,,,,,,,,
2006-06-19,,,,,,,,
2006-06-20,,,,,,,,
2006-06-21,,,,,,,,
2006-06-22,,,,,,,,
2006-06-23,,,,,,,,
2006-06-24,,,,,,,,
2006-06-25,,,,,,,,
2006-06-26,,,,,,,,
2006-06-27,,,,,,,,
2006-06-28,,,,,,,,
2006-06-29,,,,,,,,
2006-06-30,,,,,,,,
2006-07-01,,,,,,,,
2006-07-02,,,,,,,,
2006-07-03,,,,,,,,
2006-07-04,,,,,,,,
2006-07-05,,,,,,,,
2006-07-06,,,,,,,,
2006-07-07,,,,,,,,
2006-07-08,,,,,,,,
2006-07-09,,,,,,,,
2006-07-10,,,,,,,,
2006-07-11,,,,,,,,
2006-07-12,,,,,,,,
2006-07-13,,,,,,,,
2006-07-14,,,,,,,,
2006-07-15,,,,,,,,
2006-07-16,,,,,,,,
2006-07-17,,,,,,,,
2006-07-18,,,,,,,,
2006-07-19,,,,,,,,
2006-07-20,,,,,,,,
2006-07-21,,,,,,,,
2006-07-22,,,,,,,,
2006-07-23,,,,,,,,
2006-07-24,,,,,,,,
2006-07-25,,,,,,,,
2006-07-26,,,,,,,,
2006-07-27,,,,,,,,
2006-07-28,,,,,,,,
2006-07-29,,,,,,,,
2006-07-30,,,,,,,,
2006-07-31,,,,,,,,
2006-08-01,,,,,,,,
2006-08-02,,,,,,,,
2006-08-03,,,,,,,,
2006-08-04,,,,,,,,
2006-08-05,,,,,,,,
2006-08-06,,,,,,,,
2006-08-07,,,,,,,,
2006-08-08,,,,,,,,
2006-08-09,,,,,,,,
2006-08-10,,,,,,,,
2006-08-11,,,,,,,,
2006-08-12,,,,,,,,
